domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
bitmovin.com,Bitmovin,speedinvest,ICP 2,7,9,high,api|developer|dashboard|status,AI & Infra,2014,,Austria,Providing the video streaming infrastructure used by global media companies.,"Bitmovin provides transcoding and media streaming solutions for developers and businesses. The company has developed the market's fastest API driven cloud-based video encoding service and an HTML5 Player that allows adaptive content to be played on any device, in any browser without buffering. Their API based products help developers around the world solve video problems with cloud-native software that runs anywhere. ‍ Since its founding in 2013, this Y Combinator alumni startup has created a portfolio of solutions for video streaming services that are used by companies like Periscope, RedBull Media House, The New York Times, and more for their adaptive video streaming and embedded video needs.",http://www.bitmovin.com/,https://www.speedinvest.com/portfolio/
estateguru.co,EstateGuru,speedinvest,ICP 2,7,9,high,docs|auth|app|status,Fintech & DeFi,2018,,Estonia,Cross-border platform for short-term property loans.,"Through a technology-enabled platform, EstateGuru connects borrowers and lenders and enables fast, transparent and cost-effective funding solutions.",https://www.estateguru.co/,https://www.speedinvest.com/portfolio/
getrollee.com,Rollee,speedinvest,ICP 2,7,9,high,api|developers|dashboard|status,Fintech & DeFi,2022,,France,Helping financial institutions to make fairer decisions by using the power of employment data.,"Rollee is a platform for employment data used by clients across various industries, from fleet management to lending, who are committed to making the fairest decisions with a data-driven approach. ‍ They can access through their customers' permission their income, activity, and other employment data points that will help to make more inclusive decisions.",https://www.getrollee.com/,https://www.speedinvest.com/portfolio/
godiligent.ai,Diligent,speedinvest,ICP 2,7,9,high,api|docs|app|status,Fintech & DeFi,2025,,United Kingdom,The autonomous AI platform for financial crime compliance.,"Diligent AI builds AI agents for KYC and AML teams, automating reasoning-heavy workflows such as sanctions screening, adverse media analysis, and merchant due diligence. By replacing static compliance processes with autonomous AI analysts that read, reason, and investigate, the platform reduces operational costs while improving risk detection and decision quality across financial institutions.",https://www.godiligent.ai/,https://www.speedinvest.com/portfolio/
holvi.com,Holvi,speedinvest,ICP 2,7,9,high,api|developer|app|status,Fintech & DeFi,2014,,Finland,"Digital banking for entrepreneurs, sole traders, and business owners.","Holvi (acquired by BBVA) is a digital banking solution and payment institution for European entrepreneurs, sole traders and business owners. With Holvi, SME’s can sell products online, send invoices, and track cashflow in real time. The platform offers a current account with its own IBAN number designed to help customers manage all their finances on one platform. Holvi is the world’s first financial hub operating with its own Payment Institution Licence authorised for operations across Europe by the Financial Supervisory Authority of Finland (FIN-FSA). ‍ Founded in Helsinki, Finland in 2011, the company was acquired in 2016 by BBVA. ‍",https://www.holvi.com/,https://www.speedinvest.com/portfolio/
navan.com,Navan,project_a,ICP 2,7,9,high,api|auth|app|status,"",,,Palo Alto,The #1 corporate travel management platform,,https://navan.com/,https://www.project-a.vc/companies
precium.com,Precium,speedinvest,ICP 2,7,9,high,api|docs|dashboard|status,"Middle East, Africa & Beyond",2022,,South Africa,The first African payments platform purpose-built for enterprise.,"Precium (formerly Revio) is the first African payments platform purpose-built for enterprise. Industry leaders choose Precium to optimise payment performance, automate financial operations, and craft extraordinary customer experiences. ‍ Founded in 2020 by Ruaan Botha and Nicole Dunn, Precium aims to combat the impact of payment fragmentation and failure on consumer commerce in African markets. Its unified payments platform offers merchants access to locally-optimised payment methods, with built-in redundancy and routing rules to increase payment success rates. Beyond payment acceptance, Precium offers a suite of configurable payment operations and recovery solutions – such as automated reconciliation, monitoring, and alerting – to help enterprise merchants reduce payment complexity. ‍ The growing list of Precium customers includes South Africa’s largest retailers and financial institutions, and some of the world’s largest consumer brands. The company partners with its clients to deliver payment solutions that enable quantifiable business value with the scalability, reliability, and flexibility required for high-volume processing.",https://www.precium.com/,https://www.speedinvest.com/portfolio/
primer.io,Primer,speedinvest,ICP 2,7,9,high,api|auth|dashboard|status,Fintech & DeFi,2020,,United Kingdom,Helping online merchants power the best commerce experiences in the world.,"Primer aims to unify and supercharge merchants’ fragmented payments ecosystems through a single platform. ‍ By delivering data-driven insights across our entire merchant-base, Primer can optimize front and back-end payment flows in order to increase authorization rates, reduce costs, expand into new markets and deliver leading-edge commerce experiences to customers.",https://primer.io/,https://www.speedinvest.com/portfolio/
telleroo.com,Telleroo,speedinvest,ICP 2,7,9,high,api|docs|app|status,Fintech & DeFi,2016,,United Kingdom,An API for outgoing payments.,"Marketplaces need a scalable banking solution for conducting a high amount of outgoing payments. With Telleroo, businesses can send instant bank transfers directly from their back-end through a fully compliant payment API.",https://www.telleroo.com/,https://www.speedinvest.com/portfolio/
tower.dev,Tower,speedinvest,ICP 2,7,9,high,api|docs|app|status,AI & Infra,2025,,Germany,AI-native data infrastructure for reliable production deployment.,"Tower, the Berlin-based data infrastructure company, builds the ‘last mile’ platform for data engineers in the AI era. It enables teams to turn AI-generated and human-curated data pipelines into reliable, production-ready systems, unifying Python compute with storage based on open, Iceberg-based standards that keeps AI grounded in fresh, company-specific data.",https://tower.dev/,https://www.speedinvest.com/portfolio/
yoummday.com,Yoummday,project_a,ICP 2,7,9,high,api|docs|app|status,"",Private Equity,,Munich,360° customer service platform,,https://www.yoummday.com/,https://www.project-a.vc/companies
alvin.ai,Alvin,project_a,ICP 2,7,8,high,auth|console|app,"",Series A,,New York,Operational data lineage platform,,https://www.alvin.ai/,https://www.project-a.vc/companies
azowo.com,Azowo,project_a,ICP 2,7,8,high,api|developer|app,"",Seed,,Biberach,The mobility platform for fleet management and mobility sharing,,https://azowo.com/en,https://www.project-a.vc/companies
getbyrd.com,byrd,speedinvest,ICP 2,7,8,high,api|developers|app,Marketplaces & Consumer,2017,,Germany,B2B marketplace for full-service ecommerce fulfillment.,"Byrd is a managed B2B marketplace for eCommerce fulfillment. Their all-in-one logistics platform equips users with a comprehensive dashboard and connects to online shop systems such as Shopify and Woocommerce to make drop-shipping, eCommerce fulfillment or crowdfunding campaign management seamless. ‍ Byrd integrates with all major logistics partners in the German-speaking market and automatically finds the best provider for each shipment. The company also runs storage facilities in Europe, takes care of individual packaging, and manages pick-ups as well as returns.",https://getbyrd.com/,https://www.speedinvest.com/portfolio/
liqid.de,Liqid,project_a,ICP 2,7,8,high,api|auth|app,"",Seed,,Berlin,Data-driven platform for private wealth management,,https://www.liqid.de/,https://www.project-a.vc/companies
octav.fi,Octav,speedinvest,ICP 2,7,8,high,api|docs|app,AI & Infra,2022,,Canada,Know your cost-basis at all times and make better decisions.,"Octav is an all-in-one platform that fills major financial information gaps by providing its users with valuable financial data, including cost basis and P&L of all their assets and NFTs on major chains. ‍ Investors also have the freedom to easily edit their inaccurate transactions, and manage their portfolio by using in-house tools to interact with the web3 ecosystem, such as buying, selling, claiming or compounding their assets directly on the platform.",https://octav.fi/,https://www.speedinvest.com/portfolio/
riverse.io,Rainbow,speedinvest,ICP 2,7,8,high,docs|auth|app,Climate Tech & Industrial Tech,2023,,France,"Issuing high-quality, verifiable carbon credits from industrial GreenTech SMEs in Europe.","Rainbow (formerly Riverse) has developed a carbon credit standard and a digital Measurement, Reporting and Verification (MRV) platform, enabling industrial GreenTech SMEs in Europe to issue carbon credits to earn money. The solution makes it possible to issue carbon credits 20 times faster and at a cost 3 times lower than current market standards. ‍ Founded in France in 2021, Rainbow aims to bring transparency and unlock high-quality supply on the carbon markets, in order to accelerate the financing of high-impact decarbonisation technologies in Europe.",https://www.riverse.io/,https://www.speedinvest.com/portfolio/
unweave.io,Unweave,speedinvest,ICP 2,7,8,high,api|docs|app,AI & Infra,2021,,Germany,Giving developers instant access to serverless infrastructure for machine learning.,Unweave gives developers instant access to the infrastructure they need to train their machine learning models with almost zero setup. It lets users run their machine learning code on GPUs with a single command without having to setup any custom cloud infrastructure. Our goal is to wrap the power of the cloud within the UX of your laptop. We want to turn every developer’s laptop into a supercomputer. ‍,https://www.unweave.io/,https://www.speedinvest.com/portfolio/
vocca.ai,Vocca AI,speedinvest,ICP 2,7,8,high,api|docs|app,Health & Bio,2025,,France,Automating patient calls for healthcare providers with AI-powered assistants.,"Vocca’s AI receptionist answers, books, and handles patient calls 24/7, eliminating hold times and freeing up staff for in-person care. The platform automates appointment scheduling, reminders, and patient queries, resolving over 80% of requests—directly in medical software or CRM. With the ability to manage 100+ simultaneous calls, securely log every conversation, and engage patients seamlessly across phone, SMS, and WhatsApp, Vocca addresses high call volumes, appointment no-shows, and staff overload. The result is faster service, happier patients, and clinics that run more efficiently and cost-effectively.",https://vocca.ai/,https://www.speedinvest.com/portfolio/
conundrum.ai,Conundrum,speedinvest,ICP 2,7,7,high,platform|app|dashboard,Climate Tech & Industrial Tech,2018,,United Kingdom,Industrial automation powered by AI.,"Conundrum helps industrial companies to leapfrog into Industry 4.0 by leveraging value hidden in data and introducing AI-driven technologies. ‍ The UK-based technology company's software helps industrial companies address the following: predictive maintenance, quality control and industrial processes optimization. Its software is based on its proprietary machine learning technologies for industrial time series analysis. ‍ ‍",https://conundrum.ai/,https://www.speedinvest.com/portfolio/
dialpad.com,Dialpad,speedinvest,ICP 2,7,7,high,developer|developers|status,Growth,2024,,United States of America,The AI-powered platform for modern business communications.,"Dialpad is an AI-native cloud communications platform that unifies calls, messaging, video, and contact center operations in one system. With built-in real-time transcription, summaries, and analytics, it helps teams improve productivity and customer engagement at scale. In 2024, Dialpad joined our portfolio following its acquisition of Surfboard.",https://www.dialpad.com/,https://www.speedinvest.com/portfolio/
klara.com,Klara,project_a,ICP 2,7,7,high,api|auth|status,"",Seed,,New York,The healthcare messaging platform,,https://www.klara.com/,https://www.project-a.vc/companies
runware.ai,Runware,speedinvest,ICP 2,7,7,high,api|docs|status,Deep Tech,2025,,United Kingdom,"Unified API for high-performance AI inference, enabling teams to run any AI model faster and at significantly lower cost.","Runware is an AI inference platform that unifies access to hundreds of AI models through a single API. By combining custom inference hardware with an optimized software stack, it delivers materially faster performance and up to 10x lower costs than traditional cloud deployments. Developers can easily switch, route, or A/B test models at scale without vendor lock-in. Runware powers billions of AI generations for consumer and enterprise products worldwide. ‍",https://runware.ai/,https://www.speedinvest.com/portfolio/
tenyks.ai,tenyks,speedinvest,ICP 2,7,7,high,docs|app|dashboard,Deep Tech,2021,,Bulgaria,Helping AI developers who work with computer vision data to build more reliable software faster.,"Tenyks is a University of Cambridge spin-out, inventing the way humanity interacts with AI to protect and delight. ‍ We are building an MLOps monitoring and validation platform that helps AI developers working with computer vision data to build more reliable software faster. Specifically, our platform helps ML developers understand what’s wrong with their software and fix it.",https://www.tenyks.ai/,https://www.speedinvest.com/portfolio/
10pourcent.fr,10 Percent,speedinvest,ICP 2,7,6,high,api|docs,Marketplaces & Consumer,2025,,France,"Building the infrastructure that lets FMCG brands own loyalty, data, and customer relationships, not the retailers.","The app gives consumers 10% cashback on their favorite brands, no matter where they shop. Behind the scenes, 10% powers a data-rich, brand-centric loyalty engine that helps FMCGs activate their audiences, predict churn and trends, innovate with real insights, and retake control. Brands even secure exclusive access to their category, locking out competitors for months. 10% is creating the default operating system for brand loyalty and consumer data.",https://www.10pourcent.fr/,https://www.speedinvest.com/portfolio/
asap.work,Asap.work,speedinvest,ICP 2,7,6,high,api|app|status,Marketplaces & Consumer,2023,,,Connecting construction companies with qualified temporary workers.,"Asap.work is revolutionizing the future of work in the construction industry by connecting construction companies with qualified temporary workers through a digital-first offer with personalized support. At the same time, skilled workers on the platform are also able to quickly find new employment opportunities and better-paying jobs.",https://www.asap.work,https://www.speedinvest.com/portfolio/
bitfount.com,Bitfount,speedinvest,ICP 2,7,6,high,docs|auth,Deep Tech,2021,,United Kingdom,A platform for federated AI and data collaboration.,"Bitfount enables modellers to gather insights and train models from other people’s data. Because of the federated nature of the platform, Bitfount enables data providers to share the benefits of their data without ever having to give up control or privacy.",https://www.bitfount.com/,https://www.speedinvest.com/portfolio/
boltzbit.com,Boltzbit,speedinvest,ICP 2,7,6,high,docs|auth,Deep Tech,2022,,Germany,Cost-effective and code-free foundation AI to empower businesses and developer communities.,"Foundation models are turbo-charging the future of AI , and it is happening right now. Built by top AI researchers, Boltzbit creates the first Foundation AI platform that allows its users to build multi-tasking continuous-learning AI from data without a single line of code. ‍ The solutions of Boltzbit AI have a wide range of use cases in financial services and digital marketing. The Boltzbit Foundation AI platform brings the open-source community, AI researchers, and AI solution builders together to push AI into the next level.",https://boltzbit.com/,https://www.speedinvest.com/portfolio/
cegid.com,Koalaboox,speedinvest,ICP 2,7,6,high,api|developers,Exits,2019,,Belgium,"Financing solution for SMEs, integrated into an easy-to-use e-invoicing software.","Koalaboox's (acquired by Cegid in 2020) e-invoicing Software as a Service helps SMEs simplify their daily invoicing and accounting processes through tracking of revenues, expenses and payments - offering a one-click invoice financing solution built into the platform, allowing clients to fund invoices and solve their working capital needs.",https://www.cegid.com/be/fr/,https://www.speedinvest.com/portfolio/
flowdesk.co,Flowdesk,speedinvest,ICP 2,7,6,high,api|platform,Growth,2022,,France,Allowing web3 token issuers to manage their liquidity actively through Market-Making as a Service.,"In a context of exponential growth of token issuers in the web3 space, Flowdesk is building an infrastructure to help them tackle their financial needs with a more transparent and controlled approach. ‍ Flowdesk has built a scalable infrastructure that connects crypto-exchanges to innovative products, such as Market-Making as a Service (MMaaS). MMaaS is radically different than traditional liquidity provisions where issuers fully own their liquidity and can control the strategy according to their needs. ‍ To support their vision of scalable and regulated market-making in crypto , Flowdesk offers banking-grade compliance and stringent procedures to guarantee they always work in the best interests of issuers.",https://flowdesk.co/,https://www.speedinvest.com/portfolio/
haaven.com,Haaven,speedinvest,ICP 2,7,6,high,api|auth,Marketplaces & Consumer,2024,,Netherlands,"A homebuilding platform surrounding customers with the best architects, engineers, and builders.","At Haaven, we turn home building into a stress-free experience. Our platform offers a clear, end-to-end process that eliminates surprises, whether it's where to start, how long it will take, or how much it will cost. By connecting you with a trusted network of architects, engineers, and builders, we ensure your dream home comes to life on time and within budget. We're with you from the first idea to construction and aftercare, making the process smooth and enjoyable. ‍ Europe needs more and better homes for people and the planet. Haaven meets this need by uniting construction companies across Europe onto a single platform. Our homes are built carbon neutral, using wood in prefabricated designs to reduce carbon emissions. We also preserve architectural diversity by allowing architects from all over Europe to add their designs to our platform, combining the benefits of prefab construction with unique designs.",http://www.haaven.com,https://www.speedinvest.com/portfolio/
julaya.co,Julaya,speedinvest,ICP 2,7,6,high,api|app|status,Marketplaces & Consumer,2022,,Ivory Coast,Enabling companies to perform all their financial transactions in one single interface.,"Julaya is a B2B digital account that enables companies to send and collect payments seamlessly through a digital account. ‍ With the Julaya platform, SME’s, large corporates and government institutions can make bulk payments through all mobile money channels, process their travel or online expenses with a corporate prepaid card, easily import all transactions into their accounting system, and digitize cash collection.",https://julaya.co,https://www.speedinvest.com/portfolio/
leta.ai,Leta,speedinvest,ICP 2,7,6,high,api|console,"Middle East, Africa & Beyond",2025,,Kenya,Helping businesses optimize the movement of goods to reduce costs and minimize climate impact.,"Built for Africa's unique logistics challenges, Leta’s AI-powered platform optimizes delivery routes, tracks shipments in real time, and streamlines payments while transforming shipment data into actionable insights. ‍ Since 2022, Leta has powered millions of deliveries, managed thousands of vehicles, and expanded from Kenya into Nigeria, Uganda, Zambia, and Zimbabwe—working with brands like KFC, EABL, and Chandaria Industries.",https://leta.ai/,https://www.speedinvest.com/portfolio/
onetrust.com,OneTrust,speedinvest,ICP 2,7,6,high,developer|app|status,Marketplaces & Consumer,2021,,United States of America,"Helping companies manage privacy, consent, and AI governance to reduce risk, build trust, and drive innovation.","OneTrust builds the Trust Intelligence Platform – connecting privacy, GRC, ethics, and ESG teams, data, and processes – so companies big and small can collaborate seamlessly and put trust at the center of their operations and culture. We help companies and supply chains stay resilient through the unknown. We empower ethical cultures so companies can uphold the highest standards of trust. We help measure and track ESG initiatives so companies can play a meaningful role in shaping a better future for all. ‍",https://www.onetrust.com/,https://www.speedinvest.com/portfolio/
pactum.com,Pactum,project_a,ICP 2,7,6,high,api|docs,"",Seed,,Mountain View,AI Negotiation Platform Company,,https://pactum.com/,https://www.project-a.vc/companies
shapr3d.com,Shapr3D,speedinvest,ICP 2,7,6,high,auth|app|status,AI & Infra,2016,,Hungary,Quick iterative CAD for faster and better design decisions.,"Shapr3D builds instinctive CAD tools, helping design and manufacturing teams complete complex tasks with speed and efficiency. Through their multi-platform structure, you can work flexibly across devices. ‍ A non-hierarchical toolset makes Shapr3D quickly accessible, so every team member can contribute to the workflow, boosting overall output. Download Shapr3D from the App Store, Microsoft Store, or our website.",https://www.shapr3d.com/,https://www.speedinvest.com/portfolio/
talkjs.com,TalkJS,speedinvest,ICP 2,7,6,high,api|app|status,AI & Infra,2017,,Netherlands,Providing User-to-User Messaging as a Service.,It takes an enormous effort to get custom messaging on a platform right. TalkJS solves this issue by introducing its one-line integration messaging service for any platform with peer-to-peer communication needs.,https://talkjs.com/,https://www.speedinvest.com/portfolio/
tourradar.com,TourRadar,speedinvest,ICP 2,7,6,high,api|auth,Marketplaces & Consumer,2013,,Austria,Online marketplace for multi-day tours and adventures.,"TourRadar is the leading online marketplace for multi-day tours and organized adventures. The platform makes it easy for travelers to find, compare, and book thousands of vetted small-group trips and longer organized journeys worldwide. ‍ The company's unique value is aggregating over 50,000 tours from more than 2,500 global operators, including major brands and independent local providers. This consolidation centralizes a traditionally fragmented market, offering travelers choice and price comparison for complex booking needs.",http://www.tourradar.com/,https://www.speedinvest.com/portfolio/
abwab.ai,Abwab.ai,speedinvest,ICP 2,7,5,high,api|dashboard,"Middle East, Africa & Beyond",2025,,Saudi Arabia,AI-driven fintech platform that automates SME lending and credit decisions for banks and lenders across the Middle East and Africa.,"Founded in Saudi Arabia, Abwab.ai is a fintech-powered AI platform that transforms SME lending through automated underwriting and credit decisioning. It enables banks and lenders across the MENA region to make near-instant, data-driven credit assessments, replacing slow manual underwriting processes. By automating loan origination, lead qualification and credit analysis, Abwab.ai reduces risk, cuts costs and accelerates the flow of capital to small and medium enterprises. The company’s mission is to bridge the vast financing gap facing SMEs – unlocking growth and inclusion through smarter, faster, and technology-driven lending.",https://abwab.ai/,https://www.speedinvest.com/portfolio/
adverity.com,Adverity,speedinvest,ICP 2,7,5,high,docs|app,AI & Infra,2016,,Austria,"Intelligent data platform transforming marketing data into actionable, performance-driving insights.","Adverity is an online marketing data analytics and reporting platform. Advertisers and marketing agencies use the platform to analyse real-time data from multiple popular marketing tools alongside offline data – such as Excel spreadsheets – to deliver insights into their marketing activities. Adverity efficiently compiles different data sources to help marketers take control of their marketing campaigns. ‍ Their products are web-based marketing intelligence and advanced analytics platforms that fully integrate input from several marketing tools into one application. This creates a united data stack for more efficient reporting, better decision making and improved marketing performance.",https://www.adverity.com/,https://www.speedinvest.com/portfolio/
blocktorch.xyz,Blocktorch,speedinvest,ICP 2,7,5,high,docs|app,Exits,2023,,Germany,"End-to-end observability platform for logs, metrics, and traces for decentralized applications.","Blocktorch (acquired by third web in 2024) is the observability platform for the decentralized stack, covering all observability pillars to empower web3 developers to scale every decentralized component globally and serve billions of users reliably. We help builders to understand the behaviour of a decentralised application holistically, act quickly and become data driven. By enabling best in class observability practices, blocktorch is on the mission to make web3 mass-market ready.",https://www.blocktorch.xyz/,https://www.speedinvest.com/portfolio/
consola.finance,consola.finance,speedinvest,ICP 2,7,5,high,api|app,Exits,2022,,Austria,The first end-to-end finance and accounting collaboration platform for web3 firms.,"consola.finance (acquired by Request Finance in 2024) is on a mission to bring clarity and control to companies’ crypto finances with the first human-readable block(chain) explorer with dedicated finance, accounting, bookkeeping and reporting tooling. consola.finance automates crypto finance processes, saves valuable time, reduces human errors and gives companies the opportunity to make better decisions.",https://consola.finance/,https://www.speedinvest.com/portfolio/
finary.com,Finary,speedinvest,ICP 2,7,5,high,api|app,Fintech & DeFi,2021,,France,"Track all investments automatically and in real-time, regardless of the asset class.","Finary is a wealth management platform that provides users with an all-in-one, real-time dashboard of their investments across all asset classes. ‍ Finary counts 10,000 banks and investment platforms in Europe and the US connected to its system and covers saving accounts, stocks, crypto, real estate, precious metals, and startup investments overviews. Features such as real-time performance analysis, calculation of hidden costs and automatic identification of new opportunities allow Finary to offer tailor-made asset management that, previously, was only reserved for the wealthy.",https://finary.com,https://www.speedinvest.com/portfolio/
getoze.com,Ozé,speedinvest,ICP 2,7,5,high,api|app,"Middle East, Africa & Beyond",2021,,Ghana,Empowering African micro-SMEs to grow and scale.,"Despite merchants and micro-SMEs forming the pillars on which West African economies stand, these businesses have been overwhelmingly ignored and neglected by mobile-based financial service providers. Ozé helps capture, analyze and improve the performance of business owners in Ghana and Nigeria with the ambition to become a pan-African player. Through their digital accounting system, which enables users to keep track of their records, AR and AP and get access to credit, Ozé users are able to operate like large businesses and, therefore, empowers micro-SMEs to grow and scale far beyond their current reach. Having partnered with the region’s biggest banks, SME banks and local fintechs, Ozé is able to provide its users with products from traditional financial institutions but with the seamless interface and usability of a social media platform.",https://getoze.com/,https://www.speedinvest.com/portfolio/
getpliant.com,Pliant,speedinvest,ICP 2,7,5,high,api|app,Growth,2025,,Germany,A B2B payments platform built to meet the needs of high-growth businesses and embedded finance players.,"Pliant empowers businesses worldwide with streamlined B2B payment solutions. Designed to serve industries with complex, high-volume payment needs - like travel and ecommerce - Pliant's platform allows companies to issue cards, access credit lines, and payment features directly into their workflows. ‍ With seamless integrations, white-labeling options, and real-time APIs, Pliant enables full-stack control of business payments and reconciliation.",https://www.getpliant.com/,https://www.speedinvest.com/portfolio/
investly.co,Investly,speedinvest,ICP 2,7,5,high,api|app,Fintech & DeFi,2015,,Estonia,SME access to working capital through invoice financing.,"Investly is an invoice discounting platform that allows SMEs to sell their invoices to investors, thereby increasing working capital. Invoices are sold in reverse auctions where investors place bids to ensure the best prices for merchants. ‍ The bidding system allows investors to earn above average returns. Investly’s service helps established businesses take on more customers, speed up their production process, and avoid seasonal cash flow gaps.",https://www.investly.co/,https://www.speedinvest.com/portfolio/
kema.co,Kema,speedinvest,ICP 2,7,5,high,api|app,"Middle East, Africa & Beyond",2023,,United Arab Emirates,"A cash flow platform helping MENA SMEs get paid faster, automate A/R, and unlock invoice financing seamlessly.","Kema is revolutionizing how B2B SMEs in MENA manage their cash flow. By combining A/R automation, embedded payments, and invoice financing into one platform, the UAE-based startup empowers businesses to digitize collections, improve on-time payments, and unlock instant liquidity. With proprietary credit scoring built from ERP and payment data, Kema helps SMEs overcome late payments and limited financing access—long-standing barriers to growth in the region. ‍ ‍By embedding itself at the core of the invoice-to-cash cycle, Kema is bridging the gap between fintech and everyday business operations. Kema facilities more than $50M in annual receivables, improves collections by up to 40% and streamlines collection processed by more than 50%. As MENA moves toward further digitization and a cashless economy, Kema is uniquely positioned to become the financial operating system for the region’s $3T B2B economy.",https://www.kema.co/,https://www.speedinvest.com/portfolio/
kittl.com,Kittl,speedinvest,ICP 2,7,5,high,api|app,Growth,2021,,Germany,Empowering creators to create complex designs faster and easier.,"Kittl provides a platform that makes complex design processes easier and faster. ‍ The new browser-based graphic design tool empowers anyone to become a creator and design logos, labels, postcards or anything else. Loaded with tons of templates, illustrations, and fonts, it offers endless design possibilities.",https://www.kittl.com/,https://www.speedinvest.com/portfolio/
lemonflow.ai,Lemonflow,speedinvest,ICP 2,7,5,high,api|app,Climate Tech & Industrial Tech,2025,,Germany,The AI infrastructure layer for operations in mobility.,"Lemonflow builds voice-based AI agents that automate customer support across EV charging and mobility. Purpose-built for the complexities of mobility infrastructure, Lemonflow’s agents deliver instant, multilingual support around the clock, resolving driver issues, triggering remote actions, and drastically cutting costs. ‍ Live with leading charge point operators across Europe, Lemonflow combines deep domain expertise with real-time system integrations to create a scalable support layer for the future of mobility.",https://lemonflow.ai/,https://www.speedinvest.com/portfolio/
lizzy-ai.com,LizzyAI,speedinvest,ICP 2,7,5,high,api|app,Marketplaces & Consumer,2025,,United States of America,"Recruiting platform that uses AI-powered interviews to help companies hire faster, fairer, and more efficiently.","Founded in the USA by serial entrepreneur Yannis Niebelschütz, Lizzy AI is a next-generation recruiting platform that uses AI-powered, structured interviews to streamline and standardize hiring. The platform automatically generates interview questions, conducts assessments, and delivers clear, comparable scoring to reduce bias and accelerate decisions. Companies use Lizzy AI to evaluate candidates more objectively and at scale, while significantly reducing recruiter workload. The result: faster hiring, better talent matches, and an improved candidate experience.",https://www.lizzy-ai.com/,https://www.speedinvest.com/portfolio/
metycle.com,Metycle,project_a,ICP 2,7,5,high,platform|app,"",Seed,,Cologne,Secondary metals trading platform,,https://metycle.com/,https://www.project-a.vc/companies
pacerevenue.com,Pace Revenue,speedinvest,ICP 2,7,5,high,api|app,Exits,2016,,United Kingdom,Hospitality revenue management platform utilizing machine learning and statistical modelling.,"Pace (acquired by FlyrLabs in 2022) was founded to change revenue management and help companies be more effective in their distribution and sales - empowering them to make better use of resources, generate less waste, and contribute to a better world.",https://www.pacerevenue.com/,https://www.speedinvest.com/portfolio/
prewave.ai,Prewave,speedinvest,ICP 2,7,5,high,api|app,Growth,2018,,Austria,Predicting supply chain and sustainability risks.,"Prewave is an Austrian-based AI company that specializes in supply chain risk intelligence and monitoring for global enterprises. The platform continuously monitors and analyzes massive amounts of public and non-public data, including news, social media, and industry reports, to predict supply chain disruptions before they occur. ‍ The company transforms unstructured data into actionable, real-time alerts for risks like geopolitical events, factory fires, labor disputes, and sustainability violations anywhere in a company’s multi-tier supply network. ‍",https://www.prewave.ai/,https://www.speedinvest.com/portfolio/
rival.tech,RIVAL,speedinvest,ICP 2,7,5,high,auth|app,Marketplaces & Consumer,2025,,United Kingdom,Bringing user-generated content to AR/VR.,"Rival is building a platform that allows users to browse through immersive 3D short-form content in their spatial computing headset, in a similar fashion to how TikTok or Instagram Reels work with conventional videos. Enabling users to produce and distribute 3D experiences via their first-of-its-kind 2D-3D foundational model, Rival enables the creator economy to transition to VR, solving the industry's biggest problem - its lack of content. ‍",http://www.rival.tech,https://www.speedinvest.com/portfolio/
rivia.ch,Rivia,speedinvest,ICP 2,7,5,high,docs|app,Health & Bio,2024,,Switzerland,AI-driven analytics and data infrastructure for successful Biopharma clinical trials.,"Rivia addresses inefficiencies in biopharma clinical trials, where fragmented data and outdated tools hinder the development of new therapies. Their technology offers a real-time, integrated view of data to improve the evaluation of new treatments and trial conduct. Their vision is to become the unified data infrastructure that transforms clinical development lifecycles, bringing new therapies to market more successfully.",https://rivia.ch/,https://www.speedinvest.com/portfolio/
sona.is,Sona,speedinvest,ICP 2,7,5,high,api|app,Growth,2021,,United Kingdom,Workforce management built for frontline workers.,"Sona’s mission is to put technology in the hands of frontline staff that transforms how they manage their work and engage with their employer. Designed for the specific needs of modern frontline workplaces, Sona’s employee app combines powerful productivity tools with a sleek, simple and intuitive user experience. ‍ Features include live schedule view, absence management, instant messaging, and Open Shifts, an innovative shift booking platform matching shift vacancies with employees willing to take on more hours. Trailblazing organisations across health and social care, retail, and the third sector are revolutionising the way they manage, engage and retain their staff.",https://www.sona.is/,https://www.speedinvest.com/portfolio/
speechblubs.com,BlubBlub,speedinvest,ICP 2,7,5,high,api|app,Health & Bio,2017,,United States of America,Video modeling and gamified activities to help children improve their speech and language skills.,"Speech therapists still assign homework on sheets of paper, because the industry has not yet been digitized. BlubBlub decided to change this by introducing its video app, which triggers sounds and words recorded by children and for children, helping them to practice in their specific language to address their specific speech problem. ‍ BlubBlub connects children, therapists and parents on one platform to ensure everyone plays a role in each child's progress.",https://speechblubs.com/,https://www.speedinvest.com/portfolio/
taxscouts.com,TaxScouts,speedinvest,ICP 2,7,5,high,auth|app,Exits,2018,,United Kingdom,"Personal income tax autopilot enabling simplicity, automation, and speed.","TaxScouts (aquired by Taxfix in 2024) simplifies tax assessment and filing. ‍ The company has built the automation required to calculate, assess and reliably file personal income tax for non-standard incomes including professional freelancers, landlords, high earners and more.",https://taxscouts.com/,https://www.speedinvest.com/portfolio/
