domain,name,source,source_url,listing_page,detail_url,company_url,description,one_liner,tags,category,website_confidence,explicit_shopify_signal,explicit_shopify_reasons
bloomscape.com,Bloomscape,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bloomscape,https://bloomscape.com,"Bloomscape is the ultimate plant destination for those looking to add a little green to their life. With healthy, ready-to-go plants and expert support, caring for your new green friends has never been easier.","Bloomscape is the ultimate plant destination for those looking to add a little green to their life. With healthy, ready-to-go plants and expert support, caring for your new green friends has never been easier.",Home & Garden,Home & Garden,high,0,
bludot.com,Blu Dot,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/blu-dot,https://bludot.com,"Blu Dot is a Minneapolis-based modern furniture company founded in 1997 by three college friends. They design and manufacture each of their pieces by hand, creating unique and stylish pieces for the bedroom, living room, washroom, kitchen, dining room, and patios. Their sustainability practices are evident in their blueprints and sketches, which are tested multiple times to ensure their products are of the highest quality.","Blu Dot is a Minneapolis-based modern furniture company founded in 1997 by three college friends. They design and manufacture each of their pieces by hand, creating unique and stylish pieces for the bedroom, living room, washroom, kitchen, dining room, and patios. Their sustainability practices are evident in their blueprints and sketches, which are tested multiple times to ensure their products are of the highest quality.",Home & Garden,Home & Garden,high,0,
blueapron.com,Blue Apron,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/blue-apron,https://www.blueapron.com/,"Blue Apron Inc., founded in 2012, is a service that delivers ingredients and recipes to create home-cooked meals. Customers choose the number of recipes they want each week, choose their preferred delivery days, and put in their orders online. The company was created by Matt Salzberg, Ilia Papas and Russ Jen in New York City and is now headquartered in New York as well as Jersey City, NJ.","Blue Apron Inc., founded in 2012, is a service that delivers ingredients and recipes to create home-cooked meals. Customers choose the number of recipes they want each week, choose their preferred delivery days, and put in their orders online. The company was created by Matt Salzberg, Ilia Papas and Russ Jen in New York City and is now headquartered in New York as well as Jersey City, NJ.",CPG,CPG,high,0,
blueland.com,Blueland,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/blueland,https://blueland.com,"With Blueland, it's easy to reduce your plastic packaging waste and save money. We use only natural ingredients and plant-based products that are biodegradable to clean your home the right way. Our cleaning products are perfect for allergy & asthma sufferers due to their vegan & unperfumed formula.","With Blueland, it's easy to reduce your plastic packaging waste and save money. We use only natural ingredients and plant-based products that are biodegradable to clean your home the right way. Our cleaning products are perfect for allergy & asthma sufferers due to their vegan & unperfumed formula.",Home & Garden,Home & Garden,high,0,
bluemercury.com,Bluemercury,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bluemercury,https://bluemercury.com,"Located in the heart of New York City, our stores combines the best of cutting edge beauty products and trends with a distinctive shopping experience. Shop Bluemercury.com for women and men's premium skincare, makeup, fragrance, hair products and body care by top names like Chanel, Dior, NARS, Clinique and many more.","Located in the heart of New York City, our stores combines the best of cutting edge beauty products and trends with a distinctive shopping experience. Shop Bluemercury.com for women and men's premium skincare, makeup, fragrance, hair products and body care by top names like Chanel, Dior, NARS, Clinique and many more.",Beauty,Beauty,high,0,
blume.com,Blume Skincare,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/blume-skincare,https://blume.com,"Blume is an e-commerce brand founded in 2018 to empower women through clean and sustainable self-care products. They offer a wide selection of health and wellness products made with biodegradable, hypoallergenic, and 100% chemical-free ingredients, and are partnered with Days for Girls to support female empowerment and social justice.","Blume is an e-commerce brand founded in 2018 to empower women through clean and sustainable self-care products. They offer a wide selection of health and wellness products made with biodegradable, hypoallergenic, and 100% chemical-free ingredients, and are partnered with Days for Girls to support female empowerment and social justice.",Beauty,Beauty,high,0,
blushingdrops.com,BlushingDrops,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/blushingdrops,https://blushingdrops.com,"The BlushingDrops team has made it possible to make your own customized backdrop for virtually any celebration--no matter what the occasion! Our unique, custom printed fabrics are perfect for showing off a loved one's wedding colors, a grad's school colors, or even an anniversary date.","The BlushingDrops team has made it possible to make your own customized backdrop for virtually any celebration--no matter what the occasion! Our unique, custom printed fabrics are perfect for showing off a loved one's wedding colors, a grad's school colors, or even an anniversary date.",Home & Garden,Home & Garden,high,0,
bluu.com,Bluu,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bluu,https://bluu.com,"Bluu is an eco-friendly outdoor furniture brand founded in 2018 with a mission to provide stylish, durable products and a commitment to sustainability. They partner with American Forests to plant one tree for every umbrella sold, and offer free shipping in the US and a 30-day money-back guarantee.","Bluu is an eco-friendly outdoor furniture brand founded in 2018 with a mission to provide stylish, durable products and a commitment to sustainability. They partner with American Forests to plant one tree for every umbrella sold, and offer free shipping in the US and a 30-day money-back guarantee.",Home & Garden,Home & Garden,high,0,
bodewellskin.com,Bodewell,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bodewell,https://bodewellskin.com/,"Bodewell is a skincare brand committed to providing effective and gentle solutions for clearer, healthier skin. Their expertly crafted formulations combine clinically-tested ingredients and soothing botanicals, making them the go-to brand for those seeking relief and improved confidence.","Bodewell is a skincare brand committed to providing effective and gentle solutions for clearer, healthier skin. Their expertly crafted formulations combine clinically-tested ingredients and soothing botanicals, making them the go-to brand for those seeking relief and improved confidence.",Beauty,Beauty,high,0,
bohten.com,Bôhten,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/bohten,https://bohten.com/https://bohten.com/,"Bôhten is the eco-conscious eyewear brand for the fashion-forward. Made from reclaimed materials and guided by principles of respect, acknowledgement, honor, and growth, their stylish frames allow you to express your personal style while contributing to a sustainable future.","Bôhten is the eco-conscious eyewear brand for the fashion-forward. Made from reclaimed materials and guided by principles of respect, acknowledgement, honor, and growth, their stylish frames allow you to express your personal style while contributing to a sustainable future.",Apparel,Apparel,high,0,
boieusa.com,Boie,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boie,https://boieusa.com/,"Boie is a sustainable personal care brand that prioritizes the environment. Their products are made to last longer than traditional items and are easily recyclable, making them a great choice for eco-conscious customers.","Boie is a sustainable personal care brand that prioritizes the environment. Their products are made to last longer than traditional items and are easily recyclable, making them a great choice for eco-conscious customers.",Wellness,Wellness,high,0,
boka.com,Boka,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boka,https://www.boka.com,"Boka offers effective and safe oral care products made with high-quality materials and science-backed ingredients. With a commitment to giving back, Boka donates a toothbrush to non-profit partner Surge for every brush purchased. Prioritize your oral health with Boka.","Boka offers effective and safe oral care products made with high-quality materials and science-backed ingredients. With a commitment to giving back, Boka donates a toothbrush to non-profit partner Surge for every brush purchased. Prioritize your oral health with Boka.",Wellness,Wellness,high,0,
bokksu.com,Bokksu,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bokksu,https://bokksu.com,"Start exploring Japan with Bokksu! Discover authentic Japanese snacks, candies, and teas through our snack box subscription service. You'll receive a box of curated Japanese treats (7-9 items) delivered to your door from Japan every month. International shipping is free for all Bokksu boxes.","Start exploring Japan with Bokksu! Discover authentic Japanese snacks, candies, and teas through our snack box subscription service. You'll receive a box of curated Japanese treats (7-9 items) delivered to your door from Japan every month. International shipping is free for all Bokksu boxes.",CPG,CPG,high,0,
bollandbranch.com,Boll & Branch,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boll-branch,https://www.bollandbranch.com/,"Boll & Branch sells luxury bed linens online. Their sheets are made of 100% organic cotton that's grown, milled and woven in India. Their bedding is sold online only and customers love how smooth, soft, and strong their sheets are.","Boll & Branch sells luxury bed linens online. Their sheets are made of 100% organic cotton that's grown, milled and woven in India. Their bedding is sold online only and customers love how smooth, soft, and strong their sheets are.",Home & Garden,Home & Garden,high,0,
bombas.com,Bombas,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bombas,https://bombas.com/,"Bombas is a United States-based comfortable apparel retailer that sells men's, women's, and children's Socks. Bombas believes in comfort for all, that’s why with every product purchased they make a donation to the homeless. Their socks are made with high quality fabrics and fun designs, and above all they're the perfect length.","Bombas is a United States-based comfortable apparel retailer that sells men's, women's, and children's Socks. Bombas believes in comfort for all, that’s why with every product purchased they make a donation to the homeless. Their socks are made with high quality fabrics and fun designs, and above all they're the perfect length.",Apparel,Apparel,high,0,
bombinate.com,Bombinate,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bombinate,https://bombinate.com,"Bombinate is an online marketplace founded in 2017, curating timeless and classic pieces for the home and wardrobe from over 300 artisan brands. With a focus on quality, craftsmanship, story, and impact, Bombinate has been featured in popular media outlets such as The Guardian, Forbes, Monocle, and Menswear Style magazine.","Bombinate is an online marketplace founded in 2017, curating timeless and classic pieces for the home and wardrobe from over 300 artisan brands. With a focus on quality, craftsmanship, story, and impact, Bombinate has been featured in popular media outlets such as The Guardian, Forbes, Monocle, and Menswear Style magazine.",Apparel,Apparel,high,0,
bombshellsportswear.com,Bombshell Sportswear,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bombshell-sportswear,https://bombshellsportswear.com,"Bombshell Sportswear is a United States-based athletic apparel retailer focused on empowering women through meticulously designed activewear. Using Bluesign Certified eco-friendly fabrics, the brand prioritizes sustainability across design, materials, and production. Bombshell Sportwears’s high-performance garments, made from lightweight, sweat-wicking, and compression fabrics, ensure durability, comfort, and a distraction-free experience, helping women feel confident and motivated.","Bombshell Sportswear is a United States-based athletic apparel retailer focused on empowering women through meticulously designed activewear. Using Bluesign Certified eco-friendly fabrics, the brand prioritizes sustainability across design, materials, and production. Bombshell Sportwears’s high-performance garments, made from lightweight, sweat-wicking, and compression fabrics, ensure durability, comfort, and a distraction-free experience, helping women feel confident and motivated.",Apparel,Apparel,high,0,
bomontigoods.com,Bomonti,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bomonti,https://bomontigoods.com,"Discover the world of Bomonti, where elegance and style meet simplicity. Experience the confidence and allure of genuine leather, crafted without harmful chemicals. Indulge in the art of fashion with Bomonti.","Discover the world of Bomonti, where elegance and style meet simplicity. Experience the confidence and allure of genuine leather, crafted without harmful chemicals. Indulge in the art of fashion with Bomonti.",Electronics & Games,Electronics & Games,high,0,
bonbuz.com,Bonbuz,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bonbuz,https://bonbuz.com/,Bonbuz offers a unique and inspiring drinking experience that's free of alcohol. Its stress-free heart flutter brings back carefree days before adult-xiety took over. Perfect for health-conscious individuals looking for a non-alcoholic alternative.,Bonbuz offers a unique and inspiring drinking experience that's free of alcohol. Its stress-free heart flutter brings back carefree days before adult-xiety took over. Perfect for health-conscious individuals looking for a non-alcoholic alternative.,CPG,CPG,high,0,
bonobos.com,Bonobos,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bonobos,https://bonobos.com,"Bonobos is an innovative clothing line founded in 2007 with the mission to provide men with better fitting, higher quality clothing. Offering a wide range of items from pants to swim trunks, Bonobos is known for its clean cuts, vibrant colors, and fun patterns.","Bonobos is an innovative clothing line founded in 2007 with the mission to provide men with better fitting, higher quality clothing. Offering a wide range of items from pants to swim trunks, Bonobos is known for its clean cuts, vibrant colors, and fun patterns.",Apparel,Apparel,high,0,
bonsoirs.com,Bonsoir,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bonsoir,https://www.bonsoirs.com/,"Indulge in luxurious bedding with Bonsoir. Crafted with the finest materials and a commitment to eco-responsibility, their selection of Percale, Cotton Sateen, and washed linen offers incredible softness and durability at a fair price.","Indulge in luxurious bedding with Bonsoir. Crafted with the finest materials and a commitment to eco-responsibility, their selection of Percale, Cotton Sateen, and washed linen offers incredible softness and durability at a fair price.",Home & Garden,Home & Garden,high,0,
bonvoybags.com,BON VOY,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/bon-voy,https://www.bonvoybags.com/en-us,"Introducing BON VOY, the travel brand for conscious jet-setters who crave style and function. Their spacious Bon Voy Bag is made from vegan and premium materials, offering durability and sustainability without sacrificing style. Travel in style and align with your values with BON VOY.","Introducing BON VOY, the travel brand for conscious jet-setters who crave style and function. Their spacious Bon Voy Bag is made from vegan and premium materials, offering durability and sustainability without sacrificing style. Travel in style and align with your values with BON VOY.",Apparel,Apparel,high,0,
boody.co.nz,Boody,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boody,https://boody.co.nz/,"Boody is the eco-friendly brand that's perfect for conscious customers. Their bamboo basics are comfortable, high-quality, and sustainable, making them a great choice for those who prioritize the planet.","Boody is the eco-friendly brand that's perfect for conscious customers. Their bamboo basics are comfortable, high-quality, and sustainable, making them a great choice for those who prioritize the planet.",Apparel,Apparel,high,0,
bookofthemonth.com,Book Of The Month,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/book-of-the-month,https://bookofthemonth.com,"Book Of The Month is a subscription service founded in 1926 and relaunched in 2015 to provide millennials with fresh and exciting reads from emerging authors. Members get exclusive savings, free gifts, and ""early looks"" at new novels, as well as discounted prices, free shipping, and the ability to skip months. Featured in Forbes, NBC News, and Business Insider, Book Of The Month has a strong social media following.","Book Of The Month is a subscription service founded in 1926 and relaunched in 2015 to provide millennials with fresh and exciting reads from emerging authors. Members get exclusive savings, free gifts, and ""early looks"" at new novels, as well as discounted prices, free shipping, and the ability to skip months. Featured in Forbes, NBC News, and Business Insider, Book Of The Month has a strong social media following.",Fitness & Outdoors,Fitness & Outdoors,high,0,
boombycindyjoseph.com,BOOM by Cindy Joseph,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=2,https://www.dtcetc.com/brand/boom-by-cindy-joseph,https://boombycindyjoseph.com,"Join BOOM by Cindy Joseph in the Pro-Age Revolution. We manufacture organic skin care & cosmeceuticals for women of every generation from your 20's and 30's to your 60's, 70's and beyond.","Join BOOM by Cindy Joseph in the Pro-Age Revolution. We manufacture organic skin care & cosmeceuticals for women of every generation from your 20's and 30's to your 60's, 70's and beyond.",Beauty,Beauty,high,0,
bose.com,Bose,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bose,https://bose.com,"Bose is a leading audio equipment company founded in 1964 by Amar Bose. They create products with the highest quality of sound, utilizing a team of engineers, technicians, sound designers, and audiophiles. Bose is committed to sustainability and is a member of the Responsible Business Alliance. Their products have a 90-day risk-free trial period and come with free 2-day shipping over $50 and a price match guarantee.","Bose is a leading audio equipment company founded in 1964 by Amar Bose. They create products with the highest quality of sound, utilizing a team of engineers, technicians, sound designers, and audiophiles. Bose is committed to sustainability and is a member of the Responsible Business Alliance. Their products have a 90-day risk-free trial period and come with free 2-day shipping over $50 and a price match guarantee.",Electronics & Games,Electronics & Games,high,0,
bottleshotbrew.com,Bottle Shot Brew,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/bottle-shot-brew,https://bottleshotbrew.com/,"Bottle Shot Brew delivers smooth, sugar-free cold brew coffee that's 60% less acidic than regular coffee. Their award-winning canned coffee is perfect for coffee enthusiasts seeking high-energy drinks that keep them going.","Bottle Shot Brew delivers smooth, sugar-free cold brew coffee that's 60% less acidic than regular coffee. Their award-winning canned coffee is perfect for coffee enthusiasts seeking high-energy drinks that keep them going.",CPG,CPG,high,0,
boxedwaterisbetter.com,Boxed Water,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boxed-water,https://boxedwaterisbetter.com/,"Boxed Water™, the sustainable alternative to plastic water bottles, is perfect for eco-conscious individuals. Made from 92% renewable materials, 100% recyclable, refillable, and BPA free, it helps reduce carbon footprint and supports eco-friendly initiatives.","Boxed Water™, the sustainable alternative to plastic water bottles, is perfect for eco-conscious individuals. Made from 92% renewable materials, 100% recyclable, refillable, and BPA free, it helps reduce carbon footprint and supports eco-friendly initiatives.",CPG,CPG,high,0,
boysmells.com,Boy Smells,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/boy-smells,https://boysmells.com,"Boy Smells is a gender-fluid brand that offers hand-poured candles, fine fragrances, and genderful intimate wear. Their unique scents and high-quality products transcend traditional gender boundaries and are now available at Nordstrom and Sephora.","Boy Smells is a gender-fluid brand that offers hand-poured candles, fine fragrances, and genderful intimate wear. Their unique scents and high-quality products transcend traditional gender boundaries and are now available at Nordstrom and Sephora.",Home & Garden,Home & Garden,high,0,
brainiacfoods.com,Brainiac Foods,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=3,https://www.dtcetc.com/brand/brainiac-foods,https://brainiacfoods.com,"Brainiac Foods is a B Corporation that provides organic, nutritional foods and snacks to support brain health and development. Founded in 2019 by Jonathan Wolfson and Mark Brooks, Brainiac Foods is committed to sustainable sourcing and manufacturing processes and offers products free of GMOs, gluten, and artificial flavors. Pediatricians approve their BrainPack® blend of Omega-3s, DHA, EPA, ALA, and choline.","Brainiac Foods is a B Corporation that provides organic, nutritional foods and snacks to support brain health and development. Founded in 2019 by Jonathan Wolfson and Mark Brooks, Brainiac Foods is committed to sustainable sourcing and manufacturing processes and offers products free of GMOs, gluten, and artificial flavors. Pediatricians approve their BrainPack® blend of Omega-3s, DHA, EPA, ALA, and choline.",CPG,CPG,high,0,
branchbasics.com,Branch Basics,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/branch-basics,https://branchbasics.com,"Branch Basics is an Austin-based, plant-based cleaning brand founded in 2009 by Marilee Nelson, Allison Nelson, and Kelly Love. Their biodegradable, fragrance-free products are cruelty-free, third-party tested for safety, and praised by publications like The Washington Post and Essence. They offer subscription refills and accessories to help make cleaning easier.","Branch Basics is an Austin-based, plant-based cleaning brand founded in 2009 by Marilee Nelson, Allison Nelson, and Kelly Love. Their biodegradable, fragrance-free products are cruelty-free, third-party tested for safety, and praised by publications like The Washington Post and Essence. They offer subscription refills and accessories to help make cleaning easier.",Home & Garden,Home & Garden,high,0,
branchfurniture.com,Branch Furniture,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/branch-furniture,https://branchfurniture.com,"Branch Furniture is an e-commerce brand founded in 2018 by Greg Hayes, providing high-end office furniture with a modern, trendy aesthetic. Their products have been featured in Forbes and TechCrunch, and have been used by companies like Google, Shopify, and Tumblr. Customers can save up to 50% compared to competing brands and receive a 10-year warranty.","Branch Furniture is an e-commerce brand founded in 2018 by Greg Hayes, providing high-end office furniture with a modern, trendy aesthetic. Their products have been featured in Forbes and TechCrunch, and have been used by companies like Google, Shopify, and Tumblr. Customers can save up to 50% compared to competing brands and receive a 10-year warranty.",Home & Garden,Home & Garden,high,1,shopify_text
brandless.com,Brandless,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brandless,https://brandless.com/,"No middlemen. No inventory. No markups. Zero Fancy, Brandless is a new kind of brand—one that builds products for you, cuts out the middlemen, and passes along the savings. And these aren’t just a few good products, they’re 115 carefully curated items: snacks, beauty essentials, cleaning supplies, pantry staples. You name it!","No middlemen. No inventory. No markups. Zero Fancy, Brandless is a new kind of brand—one that builds products for you, cuts out the middlemen, and passes along the savings. And these aren’t just a few good products, they’re 115 carefully curated items: snacks, beauty essentials, cleaning supplies, pantry staples. You name it!",CPG,CPG,high,0,
bravosierra.com,Bravo Sierra,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/bravo-sierra,https://bravosierra.com,"Bravo Sierra is an eco-friendly self-care brand founded in 2018 by Justin Guilbert and Benjamin Bernet. We provide quality vegan products to active and veteran members of the US military, with 5% of all sales going towards quality of life programs. Our products are free of parabens, phthalates, phenoxyethanol, and other chemicals, and are housed in recyclable packaging.","Bravo Sierra is an eco-friendly self-care brand founded in 2018 by Justin Guilbert and Benjamin Bernet. We provide quality vegan products to active and veteran members of the US military, with 5% of all sales going towards quality of life programs. Our products are free of parabens, phthalates, phenoxyethanol, and other chemicals, and are housed in recyclable packaging.",Beauty,Beauty,high,0,
breadbeautysupply.com,Bread,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/bread,https://www.breadbeautysupply.com/,"Bread Beauty Supply is the haircare brand for those who want uncomplicated, practical, and fun products. With their hair-oil and hair-cream, achieving your desired look has never been easier. Say goodbye to boring haircare routines and hello to good hair.","Bread Beauty Supply is the haircare brand for those who want uncomplicated, practical, and fun products. With their hair-oil and hair-cream, achieving your desired look has never been easier. Say goodbye to boring haircare routines and hello to good hair.",Beauty,Beauty,high,0,
bredawatch.com,Breda Watches,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/breda-watches,https://bredawatch.com,"Breda Watches is a lifestyle brand founded in 2009 by siblings Amir and Shabeena Meghani, with a third-generation watchmaking background. Their collection is known for its diversity and inclusivity, offering a variety of affordable watch styles for men and women. Breda Watches is on a mission to create reasonably priced timepieces and promote progression, conversation, and diversity.","Breda Watches is a lifestyle brand founded in 2009 by siblings Amir and Shabeena Meghani, with a third-generation watchmaking background. Their collection is known for its diversity and inclusivity, offering a variety of affordable watch styles for men and women. Breda Watches is on a mission to create reasonably priced timepieces and promote progression, conversation, and diversity.",Apparel,Apparel,high,0,
brewbike.com,Brewbike,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brewbike,https://www.brewbike.com/,"Brewbike is more than just a coffee brand - it's a movement empowering the next generation of entrepreneurs. With every sip of their delicious coffee, you're supporting students gaining real-world experience and leadership skills. Indulge in high-quality coffee and pastries while making a positive impact on the future.","Brewbike is more than just a coffee brand - it's a movement empowering the next generation of entrepreneurs. With every sip of their delicious coffee, you're supporting students gaining real-world experience and leadership skills. Indulge in high-quality coffee and pastries while making a positive impact on the future.",CPG,CPG,high,0,
brewdog.com,Brewdog,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brewdog,https://www.brewdog.com/,"Brewdog is the ultimate destination for beer enthusiasts seeking bold and innovative flavors. With a focus on sustainability and an innovative business model, this brand offers a unique experience for those looking to invest in and explore the world of craft beer.","Brewdog is the ultimate destination for beer enthusiasts seeking bold and innovative flavors. With a focus on sustainability and an innovative business model, this brand offers a unique experience for those looking to invest in and explore the world of craft beer.",CPG,CPG,high,0,
briggs-riley.com,Briggs and Riley,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/briggs-and-riley,https://briggs-riley.com,"Briggs and Riley is a New York-based brand that has been crafting modern and durable bags since 1993. Founded by Richard Costa, their mission is to provide travelers with effortless passage and elevate industry standards. Their selection of bags features innovative technologies and minimalist designs, perfect for travel or in the city.","Briggs and Riley is a New York-based brand that has been crafting modern and durable bags since 1993. Founded by Richard Costa, their mission is to provide travelers with effortless passage and elevate industry standards. Their selection of bags features innovative technologies and minimalist designs, perfect for travel or in the city.",Travel,Travel,high,0,
brightech.com,Brightech,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brightech,https://brightech.com,Brightech is a Los Angeles-based company founded in 2013 by Ardy Zara that specializes in high-quality designer lighting fixtures. They offer a range of indoor and outdoor lighting apparatuses that use environmentally friendly LED light bulbs and are compatible with smart home devices. Their products are designed to be easily assembled and are available through many online retailers.,Brightech is a Los Angeles-based company founded in 2013 by Ardy Zara that specializes in high-quality designer lighting fixtures. They offer a range of indoor and outdoor lighting apparatuses that use environmentally friendly LED light bulbs and are compatible with smart home devices. Their products are designed to be easily assembled and are available through many online retailers.,Home & Garden,Home & Garden,high,0,
brightland.co,Brightland,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brightland,https://brightland.co,"Brightland offers authentic, high-quality olive oils and vinegars sourced from sustainable, family-run farms. Their fruit-forward flavors promote better health, while their focus on everyday elegance appeals to those who savor simple moments.","Brightland offers authentic, high-quality olive oils and vinegars sourced from sustainable, family-run farms. Their fruit-forward flavors promote better health, while their focus on everyday elegance appeals to those who savor simple moments.",CPG,CPG,high,0,
brilliant.co,Brilliant Bicycle,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brilliant-bicycle,https://www.brilliant.co/,Brilliant offers a line of high quality bicycles for sale. The commuter bikes are custom made for city riding. These come in various sizes with unique features and at a variety of price points. The hybrid cruisers are custom made to meet the needs of each individual customer.,Brilliant offers a line of high quality bicycles for sale. The commuter bikes are custom made for city riding. These come in various sizes with unique features and at a variety of price points. The hybrid cruisers are custom made to meet the needs of each individual customer.,Travel,Travel,high,0,
brilliantearth.com,Brilliant Earth,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brilliant-earth,https://www.brilliantearth.com/,Brilliant Earth is a United States-based luxury apparel retailer that sells women's Jewelry. Brilliant Earth proposes an eco-friendly way of shopping for diamonds. Their luxurious designs aren't at the price of Earth.,Brilliant Earth is a United States-based luxury apparel retailer that sells women's Jewelry. Brilliant Earth proposes an eco-friendly way of shopping for diamonds. Their luxurious designs aren't at the price of Earth.,Apparel,Apparel,high,0,
brompton.com,Brompton,dtcetc,https://www.dtcetc.com/,https://www.dtcetc.com/?86eeb52d_page=4,https://www.dtcetc.com/brand/brompton,https://www.brompton.com/,"With its innovative 3-part fold and hand-built design, Brompton is more than just a bike - it's a lifestyle. Perfect for urban commuters and cycling enthusiasts who value convenience and portability.","With its innovative 3-part fold and hand-built design, Brompton is more than just a bike - it's a lifestyle. Perfect for urban commuters and cycling enthusiasts who value convenience and portability.",Fitness & Outdoors,Fitness & Outdoors,high,0,
