domain,name,source,source_url,portfolio_url,company_url,description,one_liner,tags,stage,status,location,country,city,investment_year,founded_year,website_confidence
seatwave.com,Seatwave,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.seatwave.com/,"Seatwave is a fan-to-fan ticket exchange, an online marketplace for buying and selling tickets for theatre, sports, music and other live events. Seatwave guarantees that tickets come only from legitimate sources and will represent them accurately and honestly, and that buyers will receive the tickets they ordered and in good time for the event. In 2015, Seatwave was acquired by Ticketmaster.","Seatwave is a fan-to-fan ticket exchange, an online marketplace for buying and selling tickets for theatre, sports, music and other live events. Seatwave guarantees that tickets come only from legitimate sources and will represent them accurately and honestly, and that buyers will receive the tickets they ordered and in good time for the event. In 2015, Seatwave was acquired by Ticketmaster.",consumer,exit,exit,"London, UK",UK,London,2008,2007,high
semasio.com,Semasio,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.semasio.com/,"Semasio develops and markets a completely new approach to profiling and targeting of digital media users relying solely on statistical modeling and machine learning. This takes human interpretation and subjectivity out of digital marketing and makes it a completely quantitative exercise for the first time. Its clients are mainly large media agencies, premium publishers and online advertising technology providers.","Semasio develops and markets a completely new approach to profiling and targeting of digital media users relying solely on statistical modeling and machine learning. This takes human interpretation and subjectivity out of digital marketing and makes it a completely quantitative exercise for the first time. Its clients are mainly large media agencies, premium publishers and online advertising technology providers.",enterprise,exit,exit,"Hamburg, Germany",Germany,Hamburg,2012,2010,high
sennder.com,SENNDER,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.sennder.com/,"sennder is a digital freight forwarder in the road freight industry, building Europe's largest technology-enabled truck network.","sennder is a digital freight forwarder in the road freight industry, building Europe's largest technology-enabled truck network.",marketplace,growth,growth,"Berlin, Germany",Germany,Berlin,2018,2016,high
simpleclub.com,simpleclub,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://simpleclub.com/,Simpleclub is Germany's #1 learning app for school & vacational training with 2M+ users,Simpleclub is Germany's #1 learning app for school & vacational training with 2M+ users,consumer,early,early,"Munich, Germany",Germany,Munich,2021,2015,high
smartlaw.de,SmartLaw,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.smartlaw.de/,"SmartLaw is an innovative online service, enabling users to create legal documents of the highest quality. Step-by-step, users are guided through the process. They only need to answer some questions in plain language. Based on the answers given, SmartLaw’s proprietary state-of-the-art software customizes legal forms and provides users with the completed document. All templates have been developed by leading specialized lawyers and are constantly monitored and revised in line with current legal developments. In 2014, SmartLaw was acquired by Wolters Kluwer.","SmartLaw is an innovative online service, enabling users to create legal documents of the highest quality. Step-by-step, users are guided through the process. They only need to answer some questions in plain language. Based on the answers given, SmartLaw’s proprietary state-of-the-art software customizes legal forms and provides users with the completed document. All templates have been developed by leading specialized lawyers and are constantly monitored and revised in line with current legal developments. In 2014, SmartLaw was acquired by Wolters Kluwer.",enterprise,exit,exit,"Berlin, Germany",Germany,Berlin,2013,2012,high
solarisbank.com,solarisBank,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.solarisbank.com/en/,"Solarisbank is a technology company with a German banking license. Partners can integrate Solarisbank’s fully digital and modular banking services directly into their products using straightforward APIs. Solarisbank mastered the technical and regulatory complexities of banking, so that partners can focus on what's really important: their customers.","Solarisbank is a technology company with a German banking license. Partners can integrate Solarisbank’s fully digital and modular banking services directly into their products using straightforward APIs. Solarisbank mastered the technical and regulatory complexities of banking, so that partners can focus on what's really important: their customers.",fintech,exit,exit,"Berlin, Germany",Germany,Berlin,2020,2016,high
spark.net,Spark Networks,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.spark.net/,"Spark Networks SE is a leading global dating company with a portfolio of premium brands designed for singles seeking serious relationships. These brands include EliteSingles, JDate, Christian Mingle, eDarling, JSwipe and Attractive World. Formed in 2017 through the merger of Affinitas GmbH and Spark Networks, Inc., the company has a presence in 29 countries worldwide and is publicly listed on the NYSE American LLC exchange.","Spark Networks SE is a leading global dating company with a portfolio of premium brands designed for singles seeking serious relationships. These brands include EliteSingles, JDate, Christian Mingle, eDarling, JSwipe and Attractive World. Formed in 2017 through the merger of Affinitas GmbH and Spark Networks, Inc., the company has a presence in 29 countries worldwide and is publicly listed on the NYSE American LLC exchange.",consumer,growth,growth,"Berlin, Germany",Germany,Berlin,2009,2008,high
spotcap.com,Spotcap,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.spotcap.com/,"Spotcap is the new innovative online credit platform providing fast and flexible financing to small businesses. The company’s mission is to enable business owners to invest and grow without having to worry about how to finance their projects. Applying for Spotcap’s credit lines takes as little as five minutes. Spotcap developed a unique algorithm which assesses the real-life financial performance of customers rather than solely looking at customers’ financial history. At Spotcap, online business owners simply connect their online merchant accounts and receive an instant credit decision.","Spotcap is the new innovative online credit platform providing fast and flexible financing to small businesses. The company’s mission is to enable business owners to invest and grow without having to worry about how to finance their projects. Applying for Spotcap’s credit lines takes as little as five minutes. Spotcap developed a unique algorithm which assesses the real-life financial performance of customers rather than solely looking at customers’ financial history. At Spotcap, online business owners simply connect their online merchant accounts and receive an instant credit decision.",fintech,early,early,"Berlin, Germany / Madrid",Germany / Madrid,Berlin,2014,2014,high
spread.ai,Spread,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.spread.ai,paragraph,paragraph,frontierTech,early,early,"Berlin, Germany",Germany,Berlin,2023,2019,high
springlane.de,Springlane,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.springlane.de/,"Springlane is the go-to platform for cooking and food enthusiasts – curated by Germany’s star chefs. On its platform, shoppers can find an extensive selection of table top products, kitchen equipment, delicatessen and premium wines. Through its curated e-Magazine Springlane shoppers as well as the broader community of cooking enthusiasts will be able to obtain Tips & Tricks as well as read exciting stories under the motto “Live, Cook and Enjoy"".","Springlane is the go-to platform for cooking and food enthusiasts – curated by Germany’s star chefs. On its platform, shoppers can find an extensive selection of table top products, kitchen equipment, delicatessen and premium wines. Through its curated e-Magazine Springlane shoppers as well as the broader community of cooking enthusiasts will be able to obtain Tips & Tricks as well as read exciting stories under the motto “Live, Cook and Enjoy"".",consumer,exit,exit,"Duesseldorf, Germany",Germany,Duesseldorf,2013,2012,high
storyblok.com,Storyblok,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.storyblok.com/?utm_source=google&utm_medium=cpc&utm_campaign=brnd&gclid=Cj0KCQjwnNyUBhCZARIsAI9AYlHPCZAnAdWDza75SFG9vRYN5C9JcSfUgqfdmaTyw_XCCsEuojlNh40aArLUEALw_wcB,Storyblok is a Headless Content Management System that works seamlessly for both developers and business users.,Storyblok is a Headless Content Management System that works seamlessly for both developers and business users.,enterprise,growth,growth,"Linz, Österreich",Österreich,Linz,2022,2017,high
stylight.de,STYLIGHT,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.stylight.de/,"STYLIGHT is the best place to discover fashion every day. Millions of people use STYLIGHT‘s website and app every month to get inspired by looks created by the community and to discover great products from fashionable brands. Products can be bought from one of the featured shops. STYLIGHT is available in most European countries, select international markets and launched their US operations in 2014. In 2016, STYLIGHT was sold to 7Commerce, a subsidiary of ProSiebenSat.1.","STYLIGHT is the best place to discover fashion every day. Millions of people use STYLIGHT‘s website and app every month to get inspired by looks created by the community and to discover great products from fashionable brands. Products can be bought from one of the featured shops. STYLIGHT is available in most European countries, select international markets and launched their US operations in 2014. In 2016, STYLIGHT was sold to 7Commerce, a subsidiary of ProSiebenSat.1.",marketplace,exit,exit,"Munich, Germany",Germany,Munich,2008,2008,high
sumup.com,SUMUP,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.sumup.com/,SumUp is the leading mobile point-of-sale (mPOS) company in Europe. Our company vision is to become the first ever global card acceptance brand. Today hundreds of thousands of merchants accept card payments with SumUp in 31 countries.,SumUp is the leading mobile point-of-sale (mPOS) company in Europe. Our company vision is to become the first ever global card acceptance brand. Today hundreds of thousands of merchants accept card payments with SumUp in 31 countries.,fintech,growth,growth,"Luxembourg, Luxembourg",Luxembourg,Luxembourg,2012,2012,high
super.ai,super.ai,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://super.ai/,"Super.AI is a “data process automation” startup led by veterans of MIT, AWS, Google, Microsoft, and SAP that helps companies automate tasks using artificial intelligence.","Super.AI is a “data process automation” startup led by veterans of MIT, AWS, Google, Microsoft, and SAP that helps companies automate tasks using artificial intelligence.",frontierTech,early,early,"Bellevue, Washington USA",Washington USA,Bellevue,2021,2017,high
talea.de,Talea,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.talea.de/,"Talea is a Berlin-based elderly care startup building a tech-enabled platform for high quality in-home care in order to solve the undersupply in the German care market. Care workers, relatives and people from the social environment of the patient will be empowered by tech to provide high quality care.","Talea is a Berlin-based elderly care startup building a tech-enabled platform for high quality in-home care in order to solve the undersupply in the German care market. Care workers, relatives and people from the social environment of the patient will be empowered by tech to provide high quality care.",healthcare,exit,exit,"Berlin, Germany",Germany,Berlin,2016,2016,high
thenakedmarket.com,The Naked Market,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.thenakedmarket.com/,The Naked Market is a brand factory platform in the food and beverages space targeting millennials.,The Naked Market is a brand factory platform in the food and beverages space targeting millennials.,consumer,seed,seed,"SanFrancisco, USA",USA,SanFrancisco,2018,2018,high
thermondo.de,Thermondo,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.thermondo.de/,Thermondo is one of the largest German heating contractors. The company facilitates and speeds up the replacement process of heatings and has thus disrupted the sector of heating engineering. The website offers a brand-independent comparison and finds matching offerings in real-time. Local master craftman’s shops throughout Germany carry out the installation and provide professional support and emergency services.,Thermondo is one of the largest German heating contractors. The company facilitates and speeds up the replacement process of heatings and has thus disrupted the sector of heating engineering. The website offers a brand-independent comparison and finds matching offerings in real-time. Local master craftman’s shops throughout Germany carry out the installation and provide professional support and emergency services.,climate,growth,growth,"Berlin, Germany",Germany,Berlin,2015,2012,high
timberhub.com,Timberhub,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.timberhub.com/,Timberhub is a digital marketplace for timber trading.,Timberhub is a digital marketplace for timber trading.,marketplace,early,early,"Amsterdam, Netherlands",Netherlands,Amsterdam,2022,2022,high
toptarif.de,TopTarif,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.toptarif.de/,"TopTarif is an independent comparison portal, providing its customers with neutral and custom-tailored reference offers. All price comparisons made are without any obligation and result from quotations submitted by the most competitive and high-performance vendors. TopTarif was acquired by Verivox.","TopTarif is an independent comparison portal, providing its customers with neutral and custom-tailored reference offers. All price comparisons made are without any obligation and result from quotations submitted by the most competitive and high-performance vendors. TopTarif was acquired by Verivox.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2007,2007,high
tourlane.de,TOURLANE,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.tourlane.de/,"Tourlane matches travellers with the best and most qualified travel specialists. Tourlane’s specialists provide individual guidance and travel planning, in order to offer travellers the perfectly customized package.","Tourlane matches travellers with the best and most qualified travel specialists. Tourlane’s specialists provide individual guidance and travel planning, in order to offer travellers the perfectly customized package.",consumer,growth,growth,"Berlin, Germany",Germany,Berlin,2016,2016,high
tricontes360.com,Mobileview,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.tricontes360.com/en/startpage/,"The Mobileview AG specialised in technologies and solutions in the mobile information sector. In 2006 Mobileview was acquired by D+S Europe AG, which is now known as Tricontes360 GmbH.","The Mobileview AG specialised in technologies and solutions in the mobile information sector. In 2006 Mobileview was acquired by D+S Europe AG, which is now known as Tricontes360 GmbH.",consumer,exit,exit,"Hamburg, Germany",Germany,Hamburg,2001,2001,high
trustyou.com,TrustYou,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.trustyou.com/,"TrustYou is the world’s largest guest feedback platform and analyses millions of travel reviews scattered across a vast, fragmented market and transforms this content into actionable insights and data visualizations for 500,000 hotels. The products are used by suppliers – hotels, accommodations, restaurants – for an array of reputation management purposes and by intermediaries – OTAs, meta-search, destination marketers – to help travelers purchase wisely. TrustYou enables hotels and destinations to provide travelers with better services and enhanced offerings by monitoring, surveying and acting on trusted feedback of their guests, and helps intermediaries to improve travelers’ search-shop-buy experiences by providing structured data like Meta-Reviews. In 2017, TrustYou was acquired by Recruit Holdings Co.","TrustYou is the world’s largest guest feedback platform and analyses millions of travel reviews scattered across a vast, fragmented market and transforms this content into actionable insights and data visualizations for 500,000 hotels. The products are used by suppliers – hotels, accommodations, restaurants – for an array of reputation management purposes and by intermediaries – OTAs, meta-search, destination marketers – to help travelers purchase wisely. TrustYou enables hotels and destinations to provide travelers with better services and enhanced offerings by monitoring, surveying and acting on trusted feedback of their guests, and helps intermediaries to improve travelers’ search-shop-buy experiences by providing structured data like Meta-Reviews. In 2017, TrustYou was acquired by Recruit Holdings Co.",enterprise,exit,exit,"Munich, Germany",Germany,Munich,2008,2008,high
tutoria.de,Tutoria,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.tutoria.de/,"Tutoria offers Germany’s most comprehensive online service for tutoring. On the platform parents, pupils and students can quickly and easily find qualified tutors nearby who were assessed by tutoria on the basis of a number of criteria. The lessons are arranged through the website and always take place in terms of private tutoring lessons at the teacher’s or student’s home. Additionally, tutoria is seeing to achieve the best support of the learning process through the use of special care through its own team of educators and school psychiatrists as well as selected E-Learning applications, including the electronic learning progress report. In 2010, Tutoria was acquired Macmillan Publishers.","Tutoria offers Germany’s most comprehensive online service for tutoring. On the platform parents, pupils and students can quickly and easily find qualified tutors nearby who were assessed by tutoria on the basis of a number of criteria. The lessons are arranged through the website and always take place in terms of private tutoring lessons at the teacher’s or student’s home. Additionally, tutoria is seeing to achieve the best support of the learning process through the use of special care through its own team of educators and school psychiatrists as well as selected E-Learning applications, including the electronic learning progress report. In 2010, Tutoria was acquired Macmillan Publishers.",marketplace,exit,exit,"Munich, Germany",Germany,Munich,2007,2007,high
tzafon.ai,Tzafon,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.tzafon.ai/,"Tzafon is expanding the frontiers of machine intelligence by developing scalable AI systems where agents collaborate effectively while maintaining rigorous safety standards. We combine AI expertise with practical engineering to bring computation closer to the metal, achieving world-class performance in our mission to push the boundaries of what machines are capable of.","Tzafon is expanding the frontiers of machine intelligence by developing scalable AI systems where agents collaborate effectively while maintaining rigorous safety standards. We combine AI expertise with practical engineering to bring computation closer to the metal, achieving world-class performance in our mission to push the boundaries of what machines are capable of.",frontierTech,seed,seed,"Stockholm, Sweden",Sweden,Stockholm,2025,,high
ultimate.ai,ultimate.ai,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.ultimate.ai/,"ultimate.ai's platform gives customer service agents the AI-tools they need to provide faster, smarter responses.Their suggestion engine and AI learns from historical chat data and provides reply suggestions for customer service agents in real-time. Ultimately, as their AI learns from agent behaviours and moves towards full automation (Automation Engine) of written customer service.","ultimate.ai's platform gives customer service agents the AI-tools they need to provide faster, smarter responses.Their suggestion engine and AI learns from historical chat data and provides reply suggestions for customer service agents in real-time. Ultimately, as their AI learns from agent behaviours and moves towards full automation (Automation Engine) of written customer service.",frontierTech,exit,exit,"Helsinki, Finland",Finland,Helsinki,2018,2017,high
upvest.co,UPVEST,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.upvest.co/,"Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.","Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.",fintech,early,early,"Berlin, Germany",Germany,Berlin,2017,2017,high
urbansportsclub.com,URBAN SPORTS CLUB,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.urbansportsclub.com/,Urban Sports Club,Urban Sports Club,consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2015,2012,high
vaha.com,VAHA,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.vaha.com/,"VAHA provides access to fully personalized, immersive sessions for body, mind and nutrition at home via an interactive mirror. Based in Berlin, VAHA is disrupting the connected home fitness market with a unique offering of highly qualified personal trainers and exclusive celebrity classes.","VAHA provides access to fully personalized, immersive sessions for body, mind and nutrition at home via an interactive mirror. Based in Berlin, VAHA is disrupting the connected home fitness market with a unique offering of highly qualified personal trainers and exclusive celebrity classes.",consumer,early,early,"Berlin, Germany",Germany,Berlin,2019,2019,high
vaniday.com,Vaniday,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.vaniday.com/,"Vaniday is an online booking platform that allows users to seamlessly browse for their next beauty service and book their appointment. Salons can efficiently manage their bookings, respond to customer requests and gain visibility online. Vaniday is currently operating in six countries.","Vaniday is an online booking platform that allows users to seamlessly browse for their next beauty service and book their appointment. Salons can efficiently manage their bookings, respond to customer requests and gain visibility online. Vaniday is currently operating in six countries.",marketplace,exit,exit,"Berlin, Germany",Germany,Berlin,2015,2015,high
vectornator.io,Linearity,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.vectornator.io/,"Linearity revolutionizes the way people design all over the world. In 2017, then 17-year-old, Vladimir Danila founded Linearity and launched the graphic design software Vectornator as a way to address problems he and other graphic designers faced. Now, Vectornator simplifies the design creation process for everyone with innovative features & is trusted by leading brands like Apple, Disney and D2IQ.","Linearity revolutionizes the way people design all over the world. In 2017, then 17-year-old, Vladimir Danila founded Linearity and launched the graphic design software Vectornator as a way to address problems he and other graphic designers faced. Now, Vectornator simplifies the design creation process for everyone with innovative features & is trusted by leading brands like Apple, Disney and D2IQ.",enterprise,early,early,"Karlsruhe, Germany",Germany,Karlsruhe,2019,2017,high
verbit.ai,Verbit,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.verbit.ai/,"Verbit is an Artificial Intelligence (AI) company from Israel focused on building a cutting edge voice to text transcription technology. Its solution is designed from start to finish to handle large scale jobs and still deliver even better speed and accuracy today’s solutions can provide at much lower costs. The company uses adaptive artificial intelligence, a dual human editing process and an enterprise-grade management platform to provide each customer with the unique solution that they need.","Verbit is an Artificial Intelligence (AI) company from Israel focused on building a cutting edge voice to text transcription technology. Its solution is designed from start to finish to handle large scale jobs and still deliver even better speed and accuracy today’s solutions can provide at much lower costs. The company uses adaptive artificial intelligence, a dual human editing process and an enterprise-grade management platform to provide each customer with the unique solution that they need.",frontierTech,growth,growth,"TelAviv-Jaffa, Israel",Israel,TelAviv-Jaffa,2018,2017,high
virtualnights.com,virtualnights,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.virtualnights.com/,"virtualnights.com is one of the biggest social nightlife communities on the Internet in German-speaking countries. In their event guide, several thousand events in Europe are announced every month and as a media partner they support national and international events. As a social nightlife community and promotion agency in the restaurant scene, virtual:nights:media guarantees ongoing and personal contact, both online and offline. Starting in 2001, virtualnights has established a leading position in the innovation sector and in forming opinions for its young target groups.","virtualnights.com is one of the biggest social nightlife communities on the Internet in German-speaking countries. In their event guide, several thousand events in Europe are announced every month and as a media partner they support national and international events. As a social nightlife community and promotion agency in the restaurant scene, virtual:nights:media guarantees ongoing and personal contact, both online and offline. Starting in 2001, virtualnights has established a leading position in the innovation sector and in forming opinions for its young target groups.",consumer,exit,exit,"Essen, Germany",Germany,Essen,2007,2001,high
visionai.co,VisionAI,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.visionai.co,paragraph,paragraph,frontierTech,early,early,"Bielefeld, Germany",Germany,Bielefeld,2023,2021,high
voize.de,Voize,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.voize.de/,"With voize, caregivers can record documentation on their smartphones. voize automatically creates the correct care reports, vital signs entries and movement logs and transfers them to your documentation system via an interface.","With voize, caregivers can record documentation on their smartphones. voize automatically creates the correct care reports, vital signs entries and movement logs and transfers them to your documentation system via an interface.",healthcare,seed,seed,"Berlin, Germany",Germany,Berlin,2025,2020,high
volkshemd.de,Youtailor,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.volkshemd.de/,Through www.youtailor.de users can conveniently configure an item of clothing and have it made to order from the comfort of their own home.,Through www.youtailor.de users can conveniently configure an item of clothing and have it made to order from the comfort of their own home.,consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2009,2008,high
warehousing1.com,Warehousing1,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.warehousing1.com/,"Warehousing1 is building the number one warehousing and distribution network in Europe. Companies can utilize the innovative platform to find ideal warehousing solutions anywhere, manage them digitally and optimize processes by gaining real-time visibility and data transparency.","Warehousing1 is building the number one warehousing and distribution network in Europe. Companies can utilize the innovative platform to find ideal warehousing solutions anywhere, manage them digitally and optimize processes by gaining real-time visibility and data transparency.",marketplace,seed,seed,"Berlin, Germany",Germany,Berlin,2019,2018,high
wasp-lang.dev,Wasp,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://wasp-lang.dev/,"Wasp is a simple configuration language for building enterprise grade web apps with less code and best practices. It integrates with the existing stack and lets developers use React, Node.js and their other favourite tools.","Wasp is a simple configuration language for building enterprise grade web apps with less code and best practices. It integrates with the existing stack and lets developers use React, Node.js and their other favourite tools.",enterprise,seed,seed,"Zagreb, Croatia",Croatia,Zagreb,2021,2020,high
webnews.de,Webnews,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.webnews.de/,"Webnews is a grass roots media platform, where news and videos can be discovered, selected and discussed. Contrarily to traditional offers, articles are not written by editors but collected in magazines, news portals and blogs and published by the users themselves. Webnews was acquired by ProSiebenSat.1 AG.","Webnews is a grass roots media platform, where news and videos can be discovered, selected and discussed. Contrarily to traditional offers, articles are not written by editors but collected in magazines, news portals and blogs and published by the users themselves. Webnews was acquired by ProSiebenSat.1 AG.",consumer,exit,exit,"Unterfoehring, Germany",Germany,Unterfoehring,2007,2007,high
wellsterhealth.com,Wellster Healthtech Group,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/, https://www.wellsterhealth.com,Wellster Healthtech Group is building the next-generation consumer health leader in Europe giving you back control over your personal health and wellbeing.,Wellster Healthtech Group is building the next-generation consumer health leader in Europe giving you back control over your personal health and wellbeing.,healthcare,seed,seed,"Munich, Germany",Germany,Munich,2018,2018,high
westwing.de,Westwing,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.westwing.de/,"Westwing is Germany’s first online shopping club for home & living. On Westwing, registered members are offered the exclusive opportunity to shop for fine living accessories and furniture in curated sales events several times a week. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in Westwing and 6 other companies in exchange for a 2.5% stake in Rocket Internet.","Westwing is Germany’s first online shopping club for home & living. On Westwing, registered members are offered the exclusive opportunity to shop for fine living accessories and furniture in curated sales events several times a week. Prior to Rocket Internet’s successful IPO, HV contributed its stakes in Westwing and 6 other companies in exchange for a 2.5% stake in Rocket Internet.",consumer,exit,exit,"Munich, Germany",Germany,Munich,2011,2011,high
wind.co,WIND,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.wind.co/,"WIND was founded to revolutionize shared inner-city mobility. It offers convenient, inexpensive and quick access to short distance transportation in urban areas in a variety of countries in Europe and the US. With eco-friendly vehicles, they aim to make cities a better place, by reducing traffic, carbon dioxide emission and noise.","WIND was founded to revolutionize shared inner-city mobility. It offers convenient, inexpensive and quick access to short distance transportation in urban areas in a variety of countries in Europe and the US. With eco-friendly vehicles, they aim to make cities a better place, by reducing traffic, carbon dioxide emission and noise.",consumer,early,early,"Berlin, Germany / Beijing",Germany / Beijing,Berlin,2018,2018,high
wooga.com,Wooga,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.wooga.com/,"Wooga develops high-quality mobile games on networks like Facebook. Its first game Brain Buddies was released on Facebook in July 2009, followed by more games such as Bubble Island, Monster World and Pearl’s Peril. The company has become one of Europe’s largest developers of mobile games. In 2018, Wooga was acquired by Playtika.","Wooga develops high-quality mobile games on networks like Facebook. Its first game Brain Buddies was released on Facebook in July 2009, followed by more games such as Bubble Island, Monster World and Pearl’s Peril. The company has become one of Europe’s largest developers of mobile games. In 2018, Wooga was acquired by Playtika.",consumer,exit,exit,"Berlin, Germany",Germany,Berlin,2009,2009,high
xing.com,Cember.net,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.xing.com,"Cember.net was the leading Turkish Social Network for business professionals. In 2009, cember.net was acquired by Xing.","Cember.net was the leading Turkish Social Network for business professionals. In 2009, cember.net was acquired by Xing.",consumer,exit,exit,"Istanbul, Turkey",Turkey,Istanbul,2007,2007,high
yapily.com,Yapily,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.yapily.com/,"Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.","Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.",fintech,seed,seed,"London, UK",UK,London,2018,2017,high
zalando.de,ZALANDO,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,https://www.zalando.de/,"Zalando is the leading European online shoe and fashion e-commerce player. With its special focus on high customer satisfaction, comprehensive service and short delivery times, Zalando offers a wide spectrum of shoes, clothing and accessories for men, women and children. It is market leader in most of the 14 countries it currently operates in. In October 2014, Zalando successfully IPOed in Frankfurt in one of the largest European internet IPOs ever.","Zalando is the leading European online shoe and fashion e-commerce player. With its special focus on high customer satisfaction, comprehensive service and short delivery times, Zalando offers a wide spectrum of shoes, clothing and accessories for men, women and children. It is market leader in most of the 14 countries it currently operates in. In October 2014, Zalando successfully IPOed in Frankfurt in one of the largest European internet IPOs ever.",marketplace,exit,exit,"Berlin, Germany",Germany,Berlin,2009,2009,high
zeitgold.com,Zeitgold,hv_capital,https://www.hvcapital.com/companies,https://www.hvcapital.com/,http://www.zeitgold.com/,Zeitgold frees small businesses from paperwork. Zeitgold was acquired by Deel in 2025.,Zeitgold frees small businesses from paperwork. Zeitgold was acquired by Deel in 2025.,enterprise,exit,exit,"Berlin, Germany",Germany,Berlin,2016,2015,high
