domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
joinsuperfi.com,SuperFi,antler,ICP 1,8,3,high,api,FinTech,2021,,UK,SuperFi helps people to stay on top of their bills and out of problem debt.,SuperFi helps people to stay on top of their bills and out of problem debt.,https://www.joinsuperfi.com/,https://www.antler.co/portfolio
lodgicl.com,Lodgicl,antler,ICP 1,8,3,high,api,FinTech,2024,,Australia,We’re connecting insurers and their suppliers through structured data and intelligent workflows.,We’re connecting insurers and their suppliers through structured data and intelligent workflows.,https://www.lodgicl.com,https://www.antler.co/portfolio
maximize.money,Maximize Money,antler,ICP 1,8,3,high,api,FinTech,2024,,India,"A smart savings engine that unifies coupons, gift cards, loyalty programs, and cashback, ensuring shoppers get the best discounts effortlessly.","A smart savings engine that unifies coupons, gift cards, loyalty programs, and cashback, ensuring shoppers get the best discounts effortlessly.",https://www.maximize.money/,https://www.antler.co/portfolio
mysorbet.xyz,Sorbet,antler,ICP 1,8,3,high,docs,FinTech,2024,,Saudi Arabia,Sorbet is a borderless wallet built to simplify payment collection and business management for freelancers in the MENA region.,Sorbet is a borderless wallet built to simplify payment collection and business management for freelancers in the MENA region.,https://mysorbet.xyz,https://www.antler.co/portfolio
onlink.africa,OnLink,antler,ICP 1,8,3,high,api,FinTech,2025,,Kenya,"OnLink reduces the cost of on-ramping into crypto assets, such as USDC and USDT. We do this to make sending international payments in stablecoins from Africa easier and cheaper.","OnLink reduces the cost of on-ramping into crypto assets, such as USDC and USDT. We do this to make sending international payments in stablecoins from Africa easier and cheaper.",https://www.onlink.africa/,https://www.antler.co/portfolio
ontruck.com,Ontruck,point_nine,ICP 2,8,3,high,api,B2B Marketplace|Logistics,Seed,,"Madrid, Spain","Ontruck is a European digital road‑freight platform that connects shippers with vetted carriers for full and part‑load palletized goods. Founded in Madrid in 2016, it uses real‑time tracking and route optimization to reduce empty miles, cut CO2, and deliver reliable, cost‑efficient transport across Spain and neighboring markets.","Ontruck is a European digital road‑freight platform that connects shippers with vetted carriers for full and part‑load palletized goods. Founded in Madrid in 2016, it uses real‑time tracking and route optimization to reduce empty miles, cut CO2, and deliver reliable, cost‑efficient transport across Spain and neighboring markets.",https://www.ontruck.com/,https://www.pointnine.com/companies
ralio.co,Ralio,antler,ICP 1,8,3,high,console,FinTech,2025,,UK,The payments layer for B2B AI agents.,The payments layer for B2B AI agents.,https://ralio.co,https://www.antler.co/portfolio
tangled.org,Tangled,antler,ICP 2,8,3,high,docs,ConsumerTech,2025,,Finland,tangled is a new decentralized git collaboration platform,tangled is a new decentralized git collaboration platform,https://tangled.org/,https://www.antler.co/portfolio
thane.zone,Thane,antler,ICP 1,8,3,high,api,FinTech,2024,,Singapore,"Your single portal to access all of DeFi - seamlessly discover, execute and analyse.","Your single portal to access all of DeFi - seamlessly discover, execute and analyse.",https://thane.zone,https://www.antler.co/portfolio
tradecredit.in,TradeCredit,antler,ICP 1,8,3,high,api,FinTech,2024,,India,"Building supply chain finance products for fresh produce market, starting with a zero-interest weekly credit line for retailers","Building supply chain finance products for fresh produce market, starting with a zero-interest weekly credit line for retailers",https://tradecredit.in/,https://www.antler.co/portfolio
wasmer.io,Wasmer,speedinvest,ICP 2,8,3,high,docs,AI & Infra,2020,,Spain,Making WebAssembly accessible to developers and enterprises.,"With Wasmer, enterprises can run ultra-lightweight containerized software with blazing-fast startup times, at near-native speeds anywhere — be it on servers, edge, and IoT devices or in serverless environments. ‍ It brings a vastly improved and simpler to use API, massive performance improvements, support for Apple Silicon, a pluggable infrastructure for easy customization, and support for “Headless Wasmer” a new ultra-lightweight runtime that is ideal for IoT.",https://wasmer.io/,https://www.speedinvest.com/portfolio/
wikifolio.com,Wikifolio,speedinvest,ICP 2,8,3,high,api,Fintech & DeFi,2012,,Austria,Allowing day traders and asset managers to publish their portfolios for other traders to access and invest in.,"Wikifolio is an online platform that allows day traders to publish their portfolios for other traders to access and invest. Investment bankers and hobby-traders alike can use this app to connect and evolve. ‍ The “wikifolios” turn portfolios created on the platform into fully-fledged financial products which are then listed on the stock exchange Börse Stuttgart. Each trade, including execution price and fees, is updated in real-time on Wikifolio and partner sites to give the user clarity over the movements in the market. Some of Wikifolio’s certificates have been consecutively included in the top 10 most-traded products in their category of the Stuttgart Stock Exchange (EUWAX) in 2017.",https://www.wikifolio.com/de/de/home,https://www.speedinvest.com/portfolio/
zenaton.com,Zenaton,point_nine,ICP 2,8,3,high,docs,Dev Tools & Infra,Seed,,"Paris, France","Zenaton was a developer-focused workflow orchestration platform that automated and supervised complex business processes, handling retries and powering event-driven background jobs with simple code across workers and queues.","Zenaton was a developer-focused workflow orchestration platform that automated and supervised complex business processes, handling retries and powering event-driven background jobs with simple code across workers and queues.",https://zenaton.com/,https://www.pointnine.com/companies
gigs.com,Gigs,speedinvest,ICP 2,7,18,high,api|docs|developer|developers|auth|dashboard|status,Growth,2021,,United States of America,Empowering businesses to effortlessly embed telecom capabilities into their platforms.,"Gigs, the operating system for mobile services, empowers tech companies to seamlessly embed connectivity into their offerings in weeks. ‍ By bundling phone plans and travel data with their core services, Gigs' customers can increase stickiness and unlock a new recurring revenue stream with digital mobile experiences that meaningfully create value for consumers. Gigs' end-to-end platform provides everything brands like Klarna, Nubank, and OnePay need to launch and operate their own multi-market mobile service: premium connectivity, a hosted checkout, billing, subscription management, analytics, and AI-powered customer service. ‍",http://gigs.com/,https://www.speedinvest.com/portfolio/
brevo.com,Metrilo,speedinvest,ICP 2,7,14,high,api|developers|auth|app|dashboard|status,Exits,2018,,Bulgaria,Tailored to the needs of e-commerce websites.,"Metrilo (acquired by Brevo in 2021) is a suite of analytics and marketing tools for eCommerce websites. It helps merchants track key performance indicators (KPIs), analyze trends, and make data-driven decisions to increase retention, conversion and sales performance. Metrilo’s CRM platform also allows webshops to send highly targeted email campaigns and to measure their success rates. ‍ The company's software is easy to install and integrates with all major e-commerce platforms such as Woocommerce, Shopify, or Magento. As of January 2018 the company has hit over $100MM USD in total sales generated with their email automation and segmentation tools alone.",https://www.brevo.com/,https://www.speedinvest.com/portfolio/
moonpay.com,MoonPay,speedinvest,ICP 2,7,14,high,api|docs|auth|app|dashboard|status,Growth,2025,,United States of America,The global infrastructure for seamless crypto payments.,"MoonPay is a financial technology platform enabling individuals and businesses to buy, sell, and manage digital assets through simple, compliant, and user-friendly on- and off-ramps. By integrating payments, identity verification, and regulatory infrastructure into a single experience, MoonPay powers access to the crypto economy for users and enterprises worldwide. In 2025, MoonPay joined our portfolio following its share-swap acquisition of Iron.",https://www.moonpay.com,https://www.speedinvest.com/portfolio/
telerik.com,Vanatec (Exit),htgf,ICP 1,7,13,high,api|docs|developer|developers|status,"",,,Germany,,,https://www.telerik.com/,https://www.htgf.de/en/portfolio/
ubermetrics-technologies.com,Ubermetrics (Exit),htgf,ICP 1,7,13,high,api|docs|developers|app|dashboard,"",,,Germany,,,https://www.ubermetrics-technologies.com/en/,https://www.htgf.de/en/portfolio/
airgateway.com,AirGateway,htgf,ICP 1,7,12,high,api|docs|auth|app|status,"",,,Germany,,,https://airgateway.com/,https://www.htgf.de/en/portfolio/
avatao.com,avatao,speedinvest,ICP 2,7,12,high,docs|developer|auth|platform,AI & Infra,2018,,Hungary,Helping developers deliver high-quality products by immersing them in real-life scenarios of security best practices.,"Avatao is a hands-on secure coding learning platform used by developers, security champions, pentesters, security analysts, and DevOps teams around the world to improve their IT security knowledge, and to speed up secure product development. The Avatao platform offers more than 600 real-life tutorials and challenges in the most popular programming languages, covering the most crucial security topics, from secure DevOps via API security to cryptography. Whether you need to teach your developers the fundamentals in a security awareness training, provide them a continuous training based on career tracks or build a security champions program, Avatao is the right tool for you.",https://avatao.com/,https://www.speedinvest.com/portfolio/
enapi.com,Enapi,project_a,ICP 1,7,12,high,api|docs|auth|app|status,"",Pre-Seed,,Berlin,Transaction broker for the EV industry,,https://www.enapi.com/,https://www.project-a.vc/companies
netbird.io,Netbird,antler,ICP 1,7,12,high,api|docs|auth|app|status,B2B Software,2022,,Germany,"netbird is a zero configuration VPN for fast-moving teams, building on Zerotrust technology.","netbird is a zero configuration VPN for fast-moving teams, building on Zerotrust technology.",https://netbird.io,https://www.antler.co/portfolio
pathzero.com,Pathzero,antler,ICP 2,7,12,high,api|docs|auth|app|status,Energy and ClimateTech,2020,,Australia,Pathzero is a carbon accounting and management platform with a specialisation in financial institutions.,Pathzero is a carbon accounting and management platform with a specialisation in financial institutions.,https://pathzero.com,https://www.antler.co/portfolio
textcortex.com,text.cortex,speedinvest,ICP 1,7,12,high,api|docs|console|app|status,AI & Infra,2022,,Germany,Combining advanced NLG algorithms with proven marketing practices to create the best AI software for copywriting.,"Berlin-based TextCortex is devoted to helping businesses become more open, public and searchable by enabling the creation of AI-developed text for their products, advertisements, blogs and other forms of the written word. ‍ The result? Lower costs and reduced human scalability limitations associated with writing text that a machine can understand.",https://textcortex.com/,https://www.speedinvest.com/portfolio/
tide.co,Tide,speedinvest,ICP 2,7,12,high,api|docs|developers|app|status,Growth,2018,,United Kingdom,SME challenger bank redefining business banking.,"Tide is a leading UK-based fintech platform built specifically to simplify banking and financial administration for Small and Medium Enterprises (SMEs), freelancers, and sole traders. Operating entirely digitally, Tide provides its members with a dedicated business current account that is managed entirely through its proprietary mobile and web application. ‍ Beyond just standard transactions, Tide integrates core administrative features like invoicing, expense management, and receipt capture directly into the banking experience, turning the account into a comprehensive financial management hub for business owners. ‍",https://www.tide.co/,https://www.speedinvest.com/portfolio/
userlane.com,userlane,htgf,ICP 1,7,12,high,api|docs|auth|dashboard|status,"",,,Germany,,,https://userlane.com/en,https://www.htgf.de/en/portfolio/
autone.io,Autone,speedinvest,ICP 2,7,11,high,api|docs|auth|app,AI & Infra,2022,,Italy,An end-to-end operational decision platform for the luxury and broader consumer goods industry.,"Autone is an end-to-end operational decision platform for the luxury and broader consumer goods industry. ‍ With their user-friendly platform, they provide customers with decision recommendations of their inventory, demand, supply planning, pricing elasticity, and analytics operations in a slick and collaborative manner.",https://www.autone.io/,https://www.speedinvest.com/portfolio/
duku.ai,Duku AI,antler,ICP 2,7,11,high,docs|auth|platform|dashboard,B2B Software,2025,,UK,Autonomous Testing Platform - AI-powered software testing that automatically ensures code quality as enterprises adopt AI-generated code tools.,Autonomous Testing Platform - AI-powered software testing that automatically ensures code quality as enterprises adopt AI-generated code tools.,https://duku.ai/,https://www.antler.co/portfolio
filestage.io,Filestage,htgf,ICP 1,7,11,high,api|developers|auth|app,"",,,Germany,,,https://filestage.io/,https://www.htgf.de/en/portfolio/
getclaro.ai,Claro,antler,ICP 1,7,11,high,api|docs|platform|app,B2B Software,2024,,Germany,"Claro turns your operational data chaos into clarity—automating enrichment, classification, and decision-ready structuring.","Claro turns your operational data chaos into clarity—automating enrichment, classification, and decision-ready structuring.",https://getclaro.ai/,https://www.antler.co/portfolio
kusho.ai,Kusho,antler,ICP 2,7,11,high,api|docs|auth|app,B2B Software,2023,,India,AI-powered tool that automates API testing.,AI-powered tool that automates API testing.,https://kusho.ai,https://www.antler.co/portfolio
physikit.com,Physikit,antler,ICP 1,7,11,high,api|docs|auth|app,Health and BioTech,2022,,Germany,"Physikit enables health and fitness apps to integrate the power of at-home collection and subsequent laboratory analysis of human bio-fluids such as blood blood, saliva, urine.","Physikit enables health and fitness apps to integrate the power of at-home collection and subsequent laboratory analysis of human bio-fluids such as blood blood, saliva, urine.",https://physikit.com,https://www.antler.co/portfolio
sahha.ai,Sahha,antler,ICP 2,7,11,high,api|docs|developer|app,Health and BioTech,2021,,Australia,Sahha is a behavioural data API specialising in providing objective mental health analysis and insights,Sahha is a behavioural data API specialising in providing objective mental health analysis and insights,https://sahha.ai,https://www.antler.co/portfolio
scavenger-ai.com,Scavenger AI,htgf,ICP 1,7,11,high,api|docs|auth|app,"",,,Germany,,,https://scavenger-ai.com/,https://www.htgf.de/en/portfolio/
sequa.ai,Sequa AI,antler,ICP 1,7,11,high,api|docs|auth|app,B2B Software,2025,,Germany,Sequa gives AI dev tools full codebase understanding,Sequa gives AI dev tools full codebase understanding,https://sequa.ai/antler1,https://www.antler.co/portfolio
syte.ms,syte,htgf,ICP 1,7,11,high,api|developer|platform|app,"",,,Germany,,,https://www.syte.ms/,https://www.htgf.de/en/portfolio/
taxdoo.com,Taxdoo,htgf,ICP 1,7,11,high,api|developers|auth|dashboard,"",,,Germany,,,https://www.taxdoo.com,https://www.htgf.de/en/portfolio/
commercetools.com,commercetools (Exit),htgf,ICP 1,7,10,high,api|docs|auth|status,"",,,Germany,,,https://www.commercetools.com,https://www.htgf.de/en/portfolio/
everyone-energy.de,everyone energy,htgf,ICP 1,7,10,high,api|auth|app|dashboard,"",,,Germany,,,https://everyone-energy.de/,https://www.htgf.de/en/portfolio/
restack.io,Restack,project_a,ICP 1,7,10,high,docs|auth|console|status,"",Seed,,Berlin,Unlocking the full potential of open source products,,https://www.restack.io/,https://www.project-a.vc/companies
sweatpals.com,SweatPals,antler,ICP 2,7,10,high,docs|auth|app|dashboard,ConsumerTech,2022,,US,"SweatPals is a community-building platform for fitness & wellness entrepreneurs & businesses to grow their communities and ensure millions can discover them. It creates network effects by adding social components on top of an operating system for scheduling, payment processing, liability waivers, and content management.","SweatPals is a community-building platform for fitness & wellness entrepreneurs & businesses to grow their communities and ensure millions can discover them. It creates network effects by adding social components on top of an operating system for scheduling, payment processing, liability waivers, and content management.",https://sweatpals.com/,https://www.antler.co/portfolio
churpy.co,Churpy,antler,ICP 2,7,9,high,api|docs|auth,B2B Software,2021,,Kenya,Churpy is on mission to connect developers with an aggregated API for both financial data and payment processing. We are expanding across the African continent after connecting to the leading banks APIs in Kenya.,Churpy is on mission to connect developers with an aggregated API for both financial data and payment processing. We are expanding across the African continent after connecting to the leading banks APIs in Kenya.,https://churpy.co,https://www.antler.co/portfolio
cloudsquid.io,Cloudsquid,htgf,ICP 1,7,9,high,api|docs|app|status,"",,,Germany,,,https://cloudsquid.io/,https://www.htgf.de/en/portfolio/
crossengage.io,Crossengage,project_a,ICP 1,7,9,high,api|docs|app|status,"",Seed,,Berlin,Orchestrating marketing communications,,https://www.crossengage.io,https://www.project-a.vc/companies
godiligent.ai,Diligent,speedinvest,ICP 2,7,9,high,api|docs|app|status,Fintech & DeFi,2025,,United Kingdom,The autonomous AI platform for financial crime compliance.,"Diligent AI builds AI agents for KYC and AML teams, automating reasoning-heavy workflows such as sanctions screening, adverse media analysis, and merchant due diligence. By replacing static compliance processes with autonomous AI analysts that read, reason, and investigate, the platform reduces operational costs while improving risk detection and decision quality across financial institutions.",https://www.godiligent.ai/,https://www.speedinvest.com/portfolio/
infron.ai,Infron,antler,ICP 2,7,9,high,api|docs|app|status,B2B Software,2024,,US,"Infron is an AI infrastructure platform that gives companies a single integration for inference, search, and training across 300 AI APIs—with intelligent routing, cost optimization, and enterprise security built-in.","Infron is an AI infrastructure platform that gives companies a single integration for inference, search, and training across 300 AI APIs—with intelligent routing, cost optimization, and enterprise security built-in.",https://infron.ai/,https://www.antler.co/portfolio
joblocal.de,Joblocal,speedinvest,ICP 1,7,9,high,docs|developer|auth,Marketplaces & Consumer,2012,,Germany,Regional online job marketplaces in Germany and Austria.,"Joblocal (acquired by Funke Mediengruppe in 2014) is the first network of regional online job marketplaces in Germany and Austria. ‍ Unlike large national online job sites, joblocal connects potential candidates with relevant positions in their area. Their marketplaces cover the entire job market across all employee levels, from managers to temporary workers and interns. The company has built 34 local job marketplaces including jobs.sh, bglandJOBS.de, or MünchnerJOBS.de. Corporate customers recruiting talent on Joblocal’s marketplaces include companies like Marc O’Polo, Sixt, Ikea, and Intel. ‍",https://joblocal.de/,https://www.speedinvest.com/portfolio/
live-eo.com,LiveEO,b2venture,ICP 1,7,9,high,api|docs|app|status,AI & Machine Learning|BI & Analytics,2021,,Germany,LiveEO is a leading provider of earth observation technologies and solutions that revolutionize asset monitoring and improve the lives of people around the world,LiveEO is a leading provider of earth observation technologies and solutions that revolutionize asset monitoring and improve the lives of people around the world,https://www.live-eo.com/,https://www.b2venture.vc/portfolio
loopline-systems.com,Loopline,project_a,ICP 1,7,9,high,api|developer|auth,"",Seed,,Berlin,Cloud solution performance reviews management,,https://www.loopline-systems.com/,https://www.project-a.vc/companies
lytra.ai,lytra,htgf,ICP 1,7,9,high,api|auth|app|status,"",,,Germany,,,https://www.lytra.ai/,https://www.htgf.de/en/portfolio/
natif.ai,Natif.ai,htgf,ICP 1,7,9,high,api|developer|platform,"",,,Germany,,,https://natif.ai/en/,https://www.htgf.de/en/portfolio/
noxus.ai,Noxus,antler,ICP 2,7,9,high,docs|auth|app|status,B2B Software,2023,,UK,"Noxus - One platform, all things Enterprise AI","Noxus - One platform, all things Enterprise AI",https://www.noxus.ai/,https://www.antler.co/portfolio
portant.co,Portant,antler,ICP 2,7,9,high,api|docs|app|status,B2B Software,2020,,Australia,No code document automation,No code document automation,https://www.portant.co/,https://www.antler.co/portfolio
precium.com,Precium,speedinvest,ICP 2,7,9,high,api|docs|dashboard|status,"Middle East, Africa & Beyond",2022,,South Africa,The first African payments platform purpose-built for enterprise.,"Precium (formerly Revio) is the first African payments platform purpose-built for enterprise. Industry leaders choose Precium to optimise payment performance, automate financial operations, and craft extraordinary customer experiences. ‍ Founded in 2020 by Ruaan Botha and Nicole Dunn, Precium aims to combat the impact of payment fragmentation and failure on consumer commerce in African markets. Its unified payments platform offers merchants access to locally-optimised payment methods, with built-in redundancy and routing rules to increase payment success rates. Beyond payment acceptance, Precium offers a suite of configurable payment operations and recovery solutions – such as automated reconciliation, monitoring, and alerting – to help enterprise merchants reduce payment complexity. ‍ The growing list of Precium customers includes South Africa’s largest retailers and financial institutions, and some of the world’s largest consumer brands. The company partners with its clients to deliver payment solutions that enable quantifiable business value with the scalability, reliability, and flexibility required for high-volume processing.",https://www.precium.com/,https://www.speedinvest.com/portfolio/
primer.io,Primer,speedinvest,ICP 2,7,9,high,api|auth|dashboard|status,Fintech & DeFi,2020,,United Kingdom,Helping online merchants power the best commerce experiences in the world.,"Primer aims to unify and supercharge merchants’ fragmented payments ecosystems through a single platform. ‍ By delivering data-driven insights across our entire merchant-base, Primer can optimize front and back-end payment flows in order to increase authorization rates, reduce costs, expand into new markets and deliver leading-edge commerce experiences to customers.",https://primer.io/,https://www.speedinvest.com/portfolio/
relynk.io,Relynk,antler,ICP 2,7,9,high,api|docs|auth,Real Estate and PropTech,2022,,Norway,One API to give building owners & service providers access to a commercial building’s real-time data,One API to give building owners & service providers access to a commercial building’s real-time data,https://relynk.io/,https://www.antler.co/portfolio
rematiq.com,Rematiq,project_a,ICP 1,7,9,high,api|docs|app|status,"",Seed,,Berlin,Empowering medical innovators,,https://rematiq.com/,https://www.project-a.vc/companies
telleroo.com,Telleroo,speedinvest,ICP 2,7,9,high,api|docs|app|status,Fintech & DeFi,2016,,United Kingdom,An API for outgoing payments.,"Marketplaces need a scalable banking solution for conducting a high amount of outgoing payments. With Telleroo, businesses can send instant bank transfers directly from their back-end through a fully compliant payment API.",https://www.telleroo.com/,https://www.speedinvest.com/portfolio/
troy-bleiben.de,troy,htgf,ICP 1,7,9,high,api|developer|auth,"",,,Germany,,,https://www.troy-bleiben.de/,https://www.htgf.de/en/portfolio/
zynga.com,Zynga,b2venture,ICP 2,7,9,high,api|developer|developers,Consumer|IPO,2009,,USA,Zynga is a leading developer of the world's most popular social games that are played by millions of people around the world each day.,Zynga is a leading developer of the world's most popular social games that are played by millions of people around the world each day.,https://www.zynga.com/,https://www.b2venture.vc/portfolio
alvin.ai,Alvin,project_a,ICP 2,7,8,high,auth|console|app,"",Series A,,New York,Operational data lineage platform,,https://www.alvin.ai/,https://www.project-a.vc/companies
atmen.co,Atmen,project_a,ICP 1,7,8,high,api|auth|app,"",Seed,,Munich,Automating industrial products certification,,https://www.atmen.co/,https://www.project-a.vc/companies
auditone.io,AuditOne,htgf,ICP 1,7,8,high,api|docs|app,"",,,Germany,,,https://www.auditone.io/,https://www.htgf.de/en/portfolio/
azowo.com,Azowo,project_a,ICP 2,7,8,high,api|developer|app,"",Seed,,Biberach,The mobility platform for fleet management and mobility sharing,,https://azowo.com/en,https://www.project-a.vc/companies
deepscenario.com,DeepScenario,htgf,ICP 1,7,8,high,api|auth|app,"",,,Germany,,,https://www.deepscenario.com/,https://www.htgf.de/en/portfolio/
distillabs.ai,Distil Labs,project_a,ICP 1,7,8,high,api|docs|app,"",Pre-Seed,,Berlin,Making custom AI development easier,,https://www.distillabs.ai/,https://www.project-a.vc/companies
fion-energy.com,FION Energy,htgf,ICP 1,7,8,high,api|auth|app,"",,,Germany,,,https://www.fion-energy.com/,https://www.htgf.de/en/portfolio/
glasshq.ai,Glass AI,antler,ICP 2,7,8,high,api|docs|app,B2B Software,2025,,Japan,The ultimate in-depth observability platform for AI Agents,The ultimate in-depth observability platform for AI Agents,https://www.glasshq.ai,https://www.antler.co/portfolio
infrared.city,Infrared,antler,ICP 1,7,8,high,api|docs|app,B2B Software,2023,,Germany,AI driven software for computational fluid dynamic (CFD) simulations that integrates into design systems to provide real- time performance feedback of the environmental impact on urban design.,AI driven software for computational fluid dynamic (CFD) simulations that integrates into design systems to provide real- time performance feedback of the environmental impact on urban design.,https://www.infrared.city/,https://www.antler.co/portfolio
lagrange.ai,Lagrange,antler,ICP 2,7,8,high,api|docs|app,B2B Software,2021,,Australia,"AI-enabled platform to reduce supply chain uncertainties and disruptions, automatically scan your distribution network, and identifies areas for improvement","AI-enabled platform to reduce supply chain uncertainties and disruptions, automatically scan your distribution network, and identifies areas for improvement",https://www.lagrange.ai/,https://www.antler.co/portfolio
mitigant.io,Resility,htgf,ICP 1,7,8,high,api|auth|app,"",,,Germany,,,http://www.mitigant.io/,https://www.htgf.de/en/portfolio/
novo.eco,NOVO,antler,ICP 1,7,8,high,api|auth|app,Energy and ClimateTech,2022,,Germany,"NOVO empowers banks to analyze, plan and finance energy renovation of real estate.","NOVO empowers banks to analyze, plan and finance energy renovation of real estate.",https://novo.eco,https://www.antler.co/portfolio
octav.fi,Octav,speedinvest,ICP 2,7,8,high,api|docs|app,AI & Infra,2022,,Canada,Know your cost-basis at all times and make better decisions.,"Octav is an all-in-one platform that fills major financial information gaps by providing its users with valuable financial data, including cost basis and P&L of all their assets and NFTs on major chains. ‍ Investors also have the freedom to easily edit their inaccurate transactions, and manage their portfolio by using in-house tools to interact with the web3 ecosystem, such as buying, selling, claiming or compounding their assets directly on the platform.",https://octav.fi/,https://www.speedinvest.com/portfolio/
peec.ai,Peec AI,antler,ICP 1,7,8,high,api|docs|app,B2B Software,2024,,Germany,We help companies rank higher in AI search results.,We help companies rank higher in AI search results.,https://peec.ai/,https://www.antler.co/portfolio
proofofskill.org,Proof Of Skill,antler,ICP 2,7,8,high,api|docs|app,B2B Software,2024,,India,"Proof of Skill is a decentralized protocol where experts collectively authenticate an individual’s skills to issue Digital Skill Credentials known as Proof of Skill that are trusted, scalable and cost effective. Proof of skill wants to be the skill data repository and become the default skill & credential verification platform for white collar jobs. Eventually, Proof of Skill wants to move global/beyond white collar leveraging Beckn/ONEST bringing down the cost of screening candidates across roles at scale to <$1 which will unlock mass adoption.","Proof of Skill is a decentralized protocol where experts collectively authenticate an individual’s skills to issue Digital Skill Credentials known as Proof of Skill that are trusted, scalable and cost effective. Proof of skill wants to be the skill data repository and become the default skill & credential verification platform for white collar jobs. Eventually, Proof of Skill wants to move global/beyond white collar leveraging Beckn/ONEST bringing down the cost of screening candidates across roles at scale to <$1 which will unlock mass adoption.",https://proofofskill.org,https://www.antler.co/portfolio
re-cap.com,Re:cap,project_a,ICP 1,7,8,high,api|auth|app,"",Seed,,Berlin,Capital control on your terms,,https://www.re-cap.com/,https://www.project-a.vc/companies
sablono.com,Sablono (Exit),htgf,ICP 1,7,8,high,api|developers|app,"",,,Germany,,,https://www.sablono.com/,https://www.htgf.de/en/portfolio/
segwise.ai,Segwise,antler,ICP 2,7,8,high,api|auth|app,B2B Software,2023,,India,"Data monitoring and alerting simplified for product and growth teams Managing voluminous data has become incredibly complex leading to lost insights that are largely dependent on the individual expertise. With the proliferation of growth teams and the complexity of data, Segwise's co-pilot platform enables growth marketing teams to automatically crunch data into granular cohorts and provide insights prioritized by impact.","Data monitoring and alerting simplified for product and growth teams Managing voluminous data has become incredibly complex leading to lost insights that are largely dependent on the individual expertise. With the proliferation of growth teams and the complexity of data, Segwise's co-pilot platform enables growth marketing teams to automatically crunch data into granular cohorts and provide insights prioritized by impact.",https://www.segwise.ai/,https://www.antler.co/portfolio
thingfox.com,Theftex,b2venture,ICP 1,7,8,high,api|docs|app,Logistics|Supply Chain,2018,,Germany,"Theftex is a cutting-edge technology company that specializes in developing state-of-the-art IoT solutions for businesses and industries of all sizes under the brand name Thingfox. The company is committed to helping its clients leverage the full potential of the IoT to streamline operations, improve efficiencies, and create new revenue streams.","Theftex is a cutting-edge technology company that specializes in developing state-of-the-art IoT solutions for businesses and industries of all sizes under the brand name Thingfox. The company is committed to helping its clients leverage the full potential of the IoT to streamline operations, improve efficiencies, and create new revenue streams.",https://www.thingfox.com/,https://www.b2venture.vc/portfolio
tracktitan.io,Track Titan,antler,ICP 2,7,8,high,api|auth|app,ConsumerTech,2023,,UK,Track Titan is an ultra-personalised insights platform for the world’s 1bn motorsports fans.,Track Titan is an ultra-personalised insights platform for the world’s 1bn motorsports fans.,https://www.tracktitan.io/,https://www.antler.co/portfolio
usekinetic.com,Kinetic,antler,ICP 1,7,8,high,api|docs|app,B2B Software,2025,,Germany,Redefining email as an interactive surface for e-commerce,Redefining email as an interactive surface for e-commerce,https://www.usekinetic.com/,https://www.antler.co/portfolio
wareflex.io,Wareflex,antler,ICP 2,7,8,high,api|platform|app,Industrials,2022,,Vietnam,B2B digital platform for logistics services such as warehousing and transport,B2B digital platform for logistics services such as warehousing and transport,https://www.wareflex.io/en,https://www.antler.co/portfolio
comet.rocks,Comet,antler,ICP 1,7,7,high,docs|console|status,B2B Software,2022,,Germany,Agentic Commerce Interfaces for D2C eCom brands,Agentic Commerce Interfaces for D2C eCom brands,https://comet.rocks,https://www.antler.co/portfolio
conundrum.ai,Conundrum,speedinvest,ICP 2,7,7,high,platform|app|dashboard,Climate Tech & Industrial Tech,2018,,United Kingdom,Industrial automation powered by AI.,"Conundrum helps industrial companies to leapfrog into Industry 4.0 by leveraging value hidden in data and introducing AI-driven technologies. ‍ The UK-based technology company's software helps industrial companies address the following: predictive maintenance, quality control and industrial processes optimization. Its software is based on its proprietary machine learning technologies for industrial time series analysis. ‍ ‍",https://conundrum.ai/,https://www.speedinvest.com/portfolio/
crossvertise.com,crossvertise (Exit),htgf,ICP 1,7,7,high,api|auth|status,"",,,Germany,,,https://www.crossvertise.com/,https://www.htgf.de/en/portfolio/
dialpad.com,Dialpad,speedinvest,ICP 2,7,7,high,developer|developers|status,Growth,2024,,United States of America,The AI-powered platform for modern business communications.,"Dialpad is an AI-native cloud communications platform that unifies calls, messaging, video, and contact center operations in one system. With built-in real-time transcription, summaries, and analytics, it helps teams improve productivity and customer engagement at scale. In 2024, Dialpad joined our portfolio following its acquisition of Surfboard.",https://www.dialpad.com/,https://www.speedinvest.com/portfolio/
dracoon.com,Dracoon,htgf,ICP 1,7,7,high,developer|auth|status,"",,,Germany,,,https://www.dracoon.com/de/,https://www.htgf.de/en/portfolio/
getalchemystai.com,Alchemyst AI,antler,ICP 2,7,7,high,docs|platform|status,B2B Software,2025,,Singapore,Infrastructure layer for multi-agent AI systems,Infrastructure layer for multi-agent AI systems,https://getalchemystai.com/,https://www.antler.co/portfolio
