domain,name,source,icp_tier,icp_score,signal_score,signal_trust,tags,batch,team_size,location,one_liner,has_api,has_mcp,outreach_priority,outreach_reason,company_url
tinfoil.sh,Tinfoil,yc_security,ICP 1,13,15,high,b2b|cybersecurity|privacy|artificial-intelligence|security,p2025,4,"San Francisco, CA, USA","Tinfoil makes your AI workflows secure, verifiable, and private.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/tinfoil
tldv.io,tl;dv,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://tldv.io
tourradar.com,TourRadar,speedinvest,ICP 2,8,6,high,Marketplaces & Consumer,2013,,Austria,Online marketplace for multi-day tours and adventures.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.tourradar.com/
tower.dev,Tower,speedinvest,ICP 2,9,9,high,AI & Infra,2025,,Germany,AI-native data infrastructure for reliable production deployment.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://tower.dev/
trace.so,Trace,yc_productivity,ICP 1,13,3,high,productivity|b2b|saas|ai|enterprise-software,s2025,3,"San Francisco, CA, USA",Context-aware orchestration between humans and AI.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/trace-so
traderepublic.com,Trade Republic,project_a,ICP 1,7,5,high,"",Series A,,Berlin,Germany's first mobile and commission-free broker,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://traderepublic.com/
traide.ai,traide,htgf,ICP 1,7,5,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.traide.ai
troy-bleiben.de,troy,htgf,ICP 1,7,9,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.troy-bleiben.de/
trussle.com,Trussle,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://trussle.com
trustyou.com,TrustYou,hv_capital,ICP 2,9,6,high,enterprise,exit,,"Munich, Germany","TrustYou is the world’s largest guest feedback platform and analyses millions of travel reviews scattered across a vast, fragmented market and transforms this content into actionable insights and data visualizations for 500,000 hotels. The products are used by suppliers – hotels, accommodations, restaurants – for an array of reputation management purposes and by intermediaries – OTAs, meta-search, destination marketers – to help travelers purchase wisely. TrustYou enables hotels and destinations to provide travelers with better services and enhanced offerings by monitoring, surveying and acting on trusted feedback of their guests, and helps intermediaries to improve travelers’ search-shop-buy experiences by providing structured data like Meta-Reviews. In 2017, TrustYou was acquired by Recruit Holdings Co.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://www.trustyou.com/
ubermetrics-technologies.com,Ubermetrics (Exit),htgf,ICP 1,7,13,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ubermetrics-technologies.com/en/
ultimate.ai,ultimate.ai,hv_capital,ICP 2,8,9,high,frontierTech,exit,,"Helsinki, Finland","ultimate.ai's platform gives customer service agents the AI-tools they need to provide faster, smarter responses.Their suggestion engine and AI learns from historical chat data and provides reply suggestions for customer service agents in real-time. Ultimately, as their AI learns from agent behaviours and moves towards full automation (Automation Engine) of written customer service.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ultimate.ai/
unifold.io,Unifold,yc_fintech,ICP 1,13,8,high,crypto-web3|cryptocurrency|fintech|payments,w2026,3,"New York, NY, USA",Multi-chain deposit and payment infrastructure,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/unifold
unweave.io,Unweave,speedinvest,ICP 2,9,8,high,AI & Infra,2021,,Germany,Giving developers instant access to serverless infrastructure for machine learning.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.unweave.io/
upvest.co,UPVEST,hv_capital,ICP 2,12,7,high,fintech,early,,"Berlin, Germany","Upvest’s blockchain APIs enable businesses to offer seamless blockchain wallets, transactions, smart contracts and data to their end users (B2B2C model). Upvest empowers anyone to access major blockchains like Bitcoin and Ethereum instantly without prior knowledge. One of the first use cases is fintechs and blockchain apps where the Upvest wallet infrastructure can be integrated as a self-custody solution with recovery features for the end-users, thereby replacing an intermediary bank.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.upvest.co/
usechamber.io,Chamber,yc_developer_tools,ICP 1,13,9,high,ai|artificial-intelligence|b2b|enterprise-software|developer-tools,w2026,4,"San Francisco, CA, USA",Autopiloting your AI infrastructure,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/chamber
usedari.com,Dari,yc_developer_tools,ICP 1,13,10,high,robotic-process-automation|b2b|workflow-automation|developer-tools,f2025,2,"San Francisco, CA, USA",An API to build the most reliable browser use agents,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/dari
useklump.com,Klump,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://useklump.com
usemoss.dev,Moss,yc_saas,ICP 1,13,6,high,ai|developer-tools|saas,f2025,3,"San Mateo, CA, USA",Real-time semantic search for Conversational AI,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/moss
userlane.com,userlane,htgf,ICP 1,7,12,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://userlane.com/en
veratrak.com,Veratrak,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://veratrak.com
vespuccianalytics.com,Vespucci,seedcamp,ICP 1,5,8,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://vespuccianalytics.com
vestigas.com,Vestigas,project_a,ICP 1,7,12,high,"",Seed,,Munich,A world without delivery notes,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://vestigas.com/
virtualq.io,virtualQ,htgf,ICP 1,7,5,high,"",,,Germany,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://virtualq.io/
visiblyhq.com,Visibly,seedcamp,ICP 1,5,5,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://visiblyhq.com
vocca.ai,Vocca AI,speedinvest,ICP 2,8,8,high,Health & Bio,2025,,France,Automating patient calls for healthcare providers with AI-powered assistants.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://vocca.ai/
wave.com,Wave,yc_fintech,ICP 3,12,7,high,fintech,w2012,1600,"Dakar, Senegal",Mobile money app for Africa,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.ycombinator.com/companies/wave
wayflyer.com,Wayflyer,speedinvest,ICP 2,8,12,high,Growth,2020,,Ireland,Revenue-based financing for e-commerce brands.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.wayflyer.com/
waypointcommodities.com,Waypoint,project_a,ICP 2,7,5,high,"",Seed,,London,The international platform for fertilisers & commodity chemicals,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.waypointcommodities.com/
wealthkernel.com,WealthKernel,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wealthkernel.com
weavr.io,Weavr,seedcamp,ICP 1,5,9,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://weavr.io
wefox.com,Wefox,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wefox.com
wikifolio.com,Wikifolio,speedinvest,ICP 2,8,3,high,Fintech & DeFi,2012,,Austria,Allowing day traders and asset managers to publish their portfolios for other traders to access and invest in.,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.wikifolio.com/de/de/home
wine-in-black.de,Wine in Black,project_a,ICP 1,7,3,high,"",Seed,,Berlin,Curated premium wines,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.wine-in-black.de/
wise.com,Wise,seedcamp,ICP 1,5,10,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://wise.com
yapily.com,Yapily,hv_capital,ICP 2,10,15,high,fintech,seed,,"London, UK","Yapily is an award-winning, 'API Only' technology provider whose mission is to enable innovative products to connect to banks, empowering a new generation of financial services. It provides a seamless, secure and scalable pathway for end users to connect to their finances and make payments. Yapily works behind the scenes, providing API connectivity to all banks via a single integration to retrieve data and initiate payments.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.yapily.com/
yavin.com,Yavin,seedcamp,ICP 1,5,6,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://yavin.com
yogaia.com,Yogaia,point_nine,ICP 2,8,5,high,Consumer,Seed,,"Helsinki, Finland","Yogaia is an online wellness platform offering live and on-demand yoga, Pilates, strength, and mindfulness classes you can join from anywhere. Founded in Finland in 2013, it pioneered live, interactive sessions with optional camera-on feedback to bring studio energy home.",1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://yogaia.com/
yonder.com,Yonder,seedcamp,ICP 1,5,3,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://yonder.com
yoummday.com,Yoummday,project_a,ICP 2,9,9,high,"",Private Equity,,Munich,360° customer service platform,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,https://www.yoummday.com/
zincwork.com,Zinc,seedcamp,ICP 1,5,12,high,"",,,,,1,0,high,Digital-first company with public API signal and no MCP endpoint detected,http://zincwork.com
